CBSA Code,County/County Equivalent,ST,State Name,County_ST,CBSA Title,Metropolitan/Micropolitan Statistical Area,2012 pop estimate,,
14460,Essex County,MA,Massachusetts,Essex County MA,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"755,618",,
14460,Middlesex County,MA,Massachusetts,Middlesex County MA,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"1,537,215",,
14500,Boulder County,CO,Colorado,Boulder County CO,"Boulder, CO",Metropolitan Statistical Area,"305,318",,
14540,Edmonson County,KY,Kentucky,Edmonson County KY,"Bowling Green, KY",Metropolitan Statistical Area,"12,071",,
14540,Butler County,KY,Kentucky,Butler County KY,"Bowling Green, KY",Metropolitan Statistical Area,"12,840",,
14540,Allen County,KY,Kentucky,Allen County KY,"Bowling Green, KY",Metropolitan Statistical Area,"20,210",,
14540,Warren County,KY,Kentucky,Warren County KY,"Bowling Green, KY",Metropolitan Statistical Area,"117,110",,
14580,Gallatin County,MT,Montana,Gallatin County MT,"Bozeman, MT",Micropolitan Statistical Area,"92,614",,
14620,McKean County,PA,Pennsylvania,McKean County PA,"Bradford, PA",Micropolitan Statistical Area,"43,127",,
14660,Cass County,MN,Minnesota,Cass County MN,"Brainerd, MN",Micropolitan Statistical Area,"28,357",,
14660,Crow Wing County,MN,Minnesota,Crow Wing County MN,"Brainerd, MN",Micropolitan Statistical Area,"62,882",,
14700,Stone County,MO,Missouri,Stone County MO,"Branson, MO",Micropolitan Statistical Area,"31,568",,
14700,Taney County,MO,Missouri,Taney County MO,"Branson, MO",Micropolitan Statistical Area,"52,956",,
14720,Summit County,CO,Colorado,Summit County CO,"Breckenridge, CO",Micropolitan Statistical Area,"28,044",,
14740,Kitsap County,WA,Washington,Kitsap County WA,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,"254,991",,
14780,Washington County,TX,Texas,Washington County TX,"Brenham, TX",Micropolitan Statistical Area,"34,093",,
14820,Transylvania County,NC,North Carolina,Transylvania County NC,"Brevard, NC",Micropolitan Statistical Area,"32,849",,
14860,Fairfield County,CN,Connecticut,Fairfield County CN,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,"933,835",,
15020,Lincoln County,MS,Mississippi,Lincoln County MS,"Brookhaven, MS",Micropolitan Statistical Area,"34,900",,
15060,Curry County,OR,Oregon,Curry County OR,"Brookings, OR",Micropolitan Statistical Area,"22,248",,
15100,Brookings County,SD,South Dakota,Brookings County SD,"Brookings, SD",Micropolitan Statistical Area,"32,629",,
15180,Cameron County,TX,Texas,Cameron County TX,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,"415,557",,
15220,Brown County,TX,Texas,Brown County TX,"Brownwood, TX",Micropolitan Statistical Area,"37,825",,
15260,McIntosh County,GA,Georgia,McIntosh County GA,"Brunswick, GA",Metropolitan Statistical Area,"13,839",,
15260,Brantley County,GA,Georgia,Brantley County GA,"Brunswick, GA",Metropolitan Statistical Area,"18,587",,
15260,Glynn County,GA,Georgia,Glynn County GA,"Brunswick, GA",Metropolitan Statistical Area,"81,022",,
15340,Crawford County,OH,Ohio,Crawford County OH,"Bucyrus, OH",Micropolitan Statistical Area,"42,849",,
15380,Niagara County,NY,New York,Niagara County NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,"215,124",,
15380,Erie County,NY,New York,Erie County NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,"919,086",,
15420,Minidoka County,ID,Idaho,Minidoka County ID,"Burley, ID",Micropolitan Statistical Area,"20,037",,
15420,Cassia County,ID,Idaho,Cassia County ID,"Burley, ID",Micropolitan Statistical Area,"23,249",,
15460,Henderson County,IL,Illinois,Henderson County IL,"Burlington, IA-IL",Micropolitan Statistical Area,"7,043",,
15460,Des Moines County,IA,Iowa,Des Moines County IA,"Burlington, IA-IL",Micropolitan Statistical Area,"40,340",,
15500,Alamance County,NC,North Carolina,Alamance County NC,"Burlington, NC",Metropolitan Statistical Area,"153,920",,
15540,Grand Isle County,VT,Vermont,Grand Isle County VT,"Burlington-South Burlington, VT",Metropolitan Statistical Area,"6,983",,
15540,Franklin County,VT,Vermont,Franklin County VT,"Burlington-South Burlington, VT",Metropolitan Statistical Area,"48,214",,
15540,Chittenden County,VT,Vermont,Chittenden County VT,"Burlington-South Burlington, VT",Metropolitan Statistical Area,"158,504",,
15580,Silver Bow County,MT,Montana,Silver Bow County MT,"Butte-Silver Bow, MT",Micropolitan Statistical Area,"34,403",,
15620,Missaukee County,MI,Michigan,Missaukee County MI,"Cadillac, MI",Micropolitan Statistical Area,"15,031",,
15620,Wexford County,MI,Michigan,Wexford County MI,"Cadillac, MI",Micropolitan Statistical Area,"32,608",,
15660,Gordon County,GA,Georgia,Gordon County GA,"Calhoun, GA",Micropolitan Statistical Area,"55,766",,
15680,St. Mary's County,MD,Maryland,St. Mary's County MD,"California-Lexington Park, MD",Metropolitan Statistical Area,"108,987",,
15700,Dorchester County,MD,Maryland,Dorchester County MD,"Cambridge, MD",Micropolitan Statistical Area,"32,551",,
15740,Guernsey County,OH,Ohio,Guernsey County OH,"Cambridge, OH",Micropolitan Statistical Area,"39,817",,
15780,Calhoun County,AR,Arkansas,Calhoun County AR,"Camden, AR",Micropolitan Statistical Area,"5,307",,
15780,Ouachita County,AR,Arkansas,Ouachita County AR,"Camden, AR",Micropolitan Statistical Area,"25,396",,
15820,Taylor County,KY,Kentucky,Taylor County KY,"Campbellsville, KY",Micropolitan Statistical Area,"24,691",,
15860,Fremont County,CO,Colorado,Fremont County CO,"Cañon City, CO",Micropolitan Statistical Area,"46,788",,
15900,Fulton County,IL,Illinois,Fulton County IL,"Canton, IL",Micropolitan Statistical Area,"36,651",,
15940,Carroll County,OH,Ohio,Carroll County OH,"Canton-Massillon, OH",Metropolitan Statistical Area,"28,587",,
15940,Stark County,OH,Ohio,Stark County OH,"Canton-Massillon, OH",Metropolitan Statistical Area,"374,868",,
15980,Lee County,FL,Florida,Lee County FL,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,"645,293",,
16020,Alexander County,IL,Illinois,Alexander County IL,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,"7,748",,
16020,Bollinger County,MO,Missouri,Bollinger County MO,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,"12,382",,
16020,Cape Girardeau County,MO,Missouri,Cape Girardeau County MO,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,"76,950",,
16060,Jackson County,IL,Illinois,Jackson County IL,"Carbondale-Marion, IL",Metropolitan Statistical Area,"60,071",,
16060,Williamson County,IL,Illinois,Williamson County IL,"Carbondale-Marion, IL",Metropolitan Statistical Area,"66,674",,
16100,Eddy County,NM,New Mexico,Eddy County NM,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,"54,419",,
16180,Carson City,NV,Nevada,Carson City NV,"Carson City, NV",Metropolitan Statistical Area,"54,838",,
16220,Natrona County,WY,Wyoming,Natrona County WY,"Casper, WY",Metropolitan Statistical Area,"78,621",,
16260,Iron County,UT,Utah,Iron County UT,"Cedar City, UT",Micropolitan Statistical Area,"46,750",,
16300,Jones County,IA,Iowa,Jones County IA,"Cedar Rapids, IA",Metropolitan Statistical Area,"20,639",,
16300,Benton County,IA,Iowa,Benton County IA,"Cedar Rapids, IA",Metropolitan Statistical Area,"25,827",,
16300,Linn County,IA,Iowa,Linn County IA,"Cedar Rapids, IA",Metropolitan Statistical Area,"215,295",,
16340,Polk County,GA,Georgia,Polk County GA,"Cedartown, GA",Micropolitan Statistical Area,"41,188",,
16380,Mercer County,OH,Ohio,Mercer County OH,"Celina, OH",Micropolitan Statistical Area,"40,875",,
16460,Marion County,IL,Illinois,Marion County IL,"Centralia, IL",Micropolitan Statistical Area,"38,894",,
16500,Lewis County,WA,Washington,Lewis County WA,"Centralia, WA",Micropolitan Statistical Area,"75,621",,
16540,Franklin County,PA,Pennsylvania,Franklin County PA,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,"151,275",,
16580,Ford County,IL,Illinois,Ford County IL,"Champaign-Urbana, IL",Metropolitan Statistical Area,"14,008",,
16580,Piatt County,IL,Illinois,Piatt County IL,"Champaign-Urbana, IL",Metropolitan Statistical Area,"16,504",,
16580,Champaign County,IL,Illinois,Champaign County IL,"Champaign-Urbana, IL",Metropolitan Statistical Area,"203,276",,
16620,Clay County,WV,West Virginia,Clay County WV,"Charleston, WV",Metropolitan Statistical Area,"9,297",,
16620,Boone County,WV,West Virginia,Boone County WV,"Charleston, WV",Metropolitan Statistical Area,"24,478",,
16620,Kanawha County,WV,West Virginia,Kanawha County WV,"Charleston, WV",Metropolitan Statistical Area,"192,179",,
16660,Cumberland County,IL,Illinois,Cumberland County IL,"Charleston-Mattoon, IL",Micropolitan Statistical Area,"10,968",,
16660,Coles County,IL,Illinois,Coles County IL,"Charleston-Mattoon, IL",Micropolitan Statistical Area,"53,655",,
16700,Dorchester County,SC,South Carolina,Dorchester County SC,"Charleston-North Charleston, SC",Metropolitan Statistical Area,"142,496",,
16700,Berkeley County,SC,South Carolina,Berkeley County SC,"Charleston-North Charleston, SC",Metropolitan Statistical Area,"189,781",,
16700,Charleston County,SC,South Carolina,Charleston County SC,"Charleston-North Charleston, SC",Metropolitan Statistical Area,"365,162",,
16740,Chester County,SC,South Carolina,Chester County SC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"32,546",,
16740,Lancaster County,SC,South Carolina,Lancaster County SC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"79,089",,
16740,Lincoln County,NC,North Carolina,Lincoln County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"79,313",,
16740,Rowan County,NC,North Carolina,Rowan County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"138,180",,
16740,Iredell County,NC,North Carolina,Iredell County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"162,708",,
16740,Cabarrus County,NC,North Carolina,Cabarrus County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"184,498",,
16740,Gaston County,NC,North Carolina,Gaston County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"208,049",,
16740,Union County,NC,North Carolina,Union County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"208,520",,
16740,York County,SC,South Carolina,York County SC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"234,635",,
16740,Mecklenburg County,NC,North Carolina,Mecklenburg County NC,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,"969,031",,
16820,Nelson County,VA,Virginia,Nelson County VA,"Charlottesville, VA",Metropolitan Statistical Area,"14,827",,
16820,Buckingham County,VA,Virginia,Buckingham County VA,"Charlottesville, VA",Metropolitan Statistical Area,"17,088",,
16820,Greene County,VA,Virginia,Greene County VA,"Charlottesville, VA",Metropolitan Statistical Area,"18,771",,
16820,Fluvanna County,VA,Virginia,Fluvanna County VA,"Charlottesville, VA",Metropolitan Statistical Area,"25,967",,
16820,Charlottesville city,VA,Virginia,Charlottesville city VA,"Charlottesville, VA",Metropolitan Statistical Area,"43,956",,
16820,Albemarle County,VA,Virginia,Albemarle County VA,"Charlottesville, VA",Metropolitan Statistical Area,"102,251",,
16860,Sequatchie County,TN,Tennessee,Sequatchie County TN,"Chattanooga, TN-GA",Metropolitan Statistical Area,"14,423",,
16860,Dade County,GA,Georgia,Dade County GA,"Chattanooga, TN-GA",Metropolitan Statistical Area,"16,490",,
16860,Marion County,TN,Tennessee,Marion County TN,"Chattanooga, TN-GA",Metropolitan Statistical Area,"28,291",,
16860,Catoosa County,GA,Georgia,Catoosa County GA,"Chattanooga, TN-GA",Metropolitan Statistical Area,"65,046",,
16860,Walker County,GA,Georgia,Walker County GA,"Chattanooga, TN-GA",Metropolitan Statistical Area,"68,094",,
16860,Hamilton County,TN,Tennessee,Hamilton County TN,"Chattanooga, TN-GA",Metropolitan Statistical Area,"345,545",,
16940,Laramie County,WY,Wyoming,Laramie County WY,"Cheyenne, WY",Metropolitan Statistical Area,"94,483",,
16980,Newton County,IN,Indiana,Newton County IN,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"14,044",,
16980,Jasper County,IN,Indiana,Jasper County IN,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"33,456",,
16980,Grundy County,IL,Illinois,Grundy County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"50,281",,
16980,DeKalb County,IL,Illinois,DeKalb County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"104,704",,
16980,Kendall County,IL,Illinois,Kendall County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"118,105",,
16980,Porter County,IN,Indiana,Porter County IN,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"165,682",,
16980,Kenosha County,WI,Wisconsin,Kenosha County WI,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"167,936",,
16980,McHenry County,IL,Illinois,McHenry County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"308,145",,
16980,Lake County,IN,Indiana,Lake County IN,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"493,618",,
16980,Kane County,IL,Illinois,Kane County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"522,487",,
16980,Will County,IL,Illinois,Will County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"682,518",,
16980,Lake County,IL,Illinois,Lake County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"702,120",,
16980,DuPage County,IL,Illinois,DuPage County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"927,987",,
16980,Cook County,IL,Illinois,Cook County IL,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"5,231,351",,
17020,Butte County,CA,California,Butte County CA,"Chico, CA",Metropolitan Statistical Area,"221,539",,
17060,Ross County,OH,Ohio,Ross County OH,"Chillicothe, OH",Micropolitan Statistical Area,"77,429",,
17140,Ohio County,IN,Indiana,Ohio County IN,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"6,079",,
17140,Union County,IN,Indiana,Union County IN,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"7,362",,
17140,Gallatin County,KY,Kentucky,Gallatin County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"8,479",,
17140,Bracken County,KY,Kentucky,Bracken County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"8,494",,
17140,Pendleton County,KY,Kentucky,Pendleton County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"14,604",,
17140,Grant County,KY,Kentucky,Grant County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"24,485",,
17140,Brown County,OH,Ohio,Brown County OH,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"44,381",,
17140,Dearborn County,IN,Indiana,Dearborn County IN,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"49,831",,
17140,Campbell County,KY,Kentucky,Campbell County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"90,908",,
17140,Boone County,KY,Kentucky,Boone County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"123,316",,
17140,Kenton County,KY,Kentucky,Kenton County KY,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"161,711",,
17140,Clermont County,OH,Ohio,Clermont County OH,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"199,085",,
17140,Warren County,OH,Ohio,Warren County OH,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"217,241",,
17140,Butler County,OH,Ohio,Butler County OH,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"370,589",,
17140,Hamilton County,OH,Ohio,Hamilton County OH,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"802,038",,
17200,Orange County,VT,Vermont,Orange County VT,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,"28,924",,
17200,Sullivan County,NH,New Hampshire,Sullivan County NH,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,"43,074",,
17200,Windsor County,VT,Vermont,Windsor County VT,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,"56,211",,
17200,Grafton County,NH,New Hampshire,Grafton County NH,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,"89,181",,
17220,Doddridge County,WV,West Virginia,Doddridge County WV,"Clarksburg, WV",Micropolitan Statistical Area,"8,178",,
17220,Taylor County,WV,West Virginia,Taylor County WV,"Clarksburg, WV",Micropolitan Statistical Area,"16,991",,
17220,Harrison County,WV,West Virginia,Harrison County WV,"Clarksburg, WV",Micropolitan Statistical Area,"69,141",,
17260,Coahoma County,MS,Mississippi,Coahoma County MS,"Clarksdale, MS",Micropolitan Statistical Area,"25,709",,
17300,Trigg County,KY,Kentucky,Trigg County KY,"Clarksville, TN-KY",Metropolitan Statistical Area,"14,447",,
17300,Christian County,KY,Kentucky,Christian County KY,"Clarksville, TN-KY",Metropolitan Statistical Area,"75,427",,
17300,Montgomery County,TN,Tennessee,Montgomery County TN,"Clarksville, TN-KY",Metropolitan Statistical Area,"184,468",,
17340,Lake County,CA,California,Lake County CA,"Clearlake, CA",Micropolitan Statistical Area,"63,983",,
17380,Bolivar County,MS,Mississippi,Bolivar County MS,"Cleveland, MS",Micropolitan Statistical Area,"33,904",,
17420,Polk County,TN,Tennessee,Polk County TN,"Cleveland, TN",Metropolitan Statistical Area,"16,686",,
17420,Bradley County,TN,Tennessee,Bradley County TN,"Cleveland, TN",Metropolitan Statistical Area,"101,134",,
17460,Geauga County,OH,Ohio,Geauga County OH,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"93,680",,
17460,Medina County,OH,Ohio,Medina County OH,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"173,684",,
17460,Lake County,OH,Ohio,Lake County OH,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"229,582",,
17460,Lorain County,OH,Ohio,Lorain County OH,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"301,478",,
17460,Cuyahoga County,OH,Ohio,Cuyahoga County OH,"Cleveland-Elyria, OH",Metropolitan Statistical Area,"1,265,111",,
17500,Hendry County,FL,Florida,Hendry County FL,"Clewiston, FL",Micropolitan Statistical Area,"37,447",,
17540,Clinton County,IA,Iowa,Clinton County IA,"Clinton, IA",Micropolitan Statistical Area,"48,717",,
17580,Curry County,NM,New Mexico,Curry County NM,"Clovis, NM",Micropolitan Statistical Area,"49,938",,
17660,Kootenai County,ID,Idaho,Kootenai County ID,"Coeur d'Alene, ID",Metropolitan Statistical Area,"142,357",,
17700,Montgomery County,KS,Kansas,Montgomery County KS,"Coffeyville, KS",Micropolitan Statistical Area,"34,459",,
17740,Branch County,MI,Michigan,Branch County MI,"Coldwater, MI",Micropolitan Statistical Area,"43,868",,
17780,Robertson County,TX,Texas,Robertson County TX,"College Station-Bryan, TX",Metropolitan Statistical Area,"16,545",,
17780,Burleson County,TX,Texas,Burleson County TX,"College Station-Bryan, TX",Metropolitan Statistical Area,"17,291",,
17780,Brazos County,TX,Texas,Brazos County TX,"College Station-Bryan, TX",Metropolitan Statistical Area,"200,665",,
17820,Teller County,CO,Colorado,Teller County CO,"Colorado Springs, CO",Metropolitan Statistical Area,"23,389",,
17820,El Paso County,CO,Colorado,El Paso County CO,"Colorado Springs, CO",Metropolitan Statistical Area,"644,964",,
