CBSA Code,County/County Equivalent,ST,State Name,County_ST,CBSA Title,Metropolitan/Micropolitan Statistical Area,2012 pop estimate,,
29180,Vermilion Parish,LA,Louisiana,Vermilion Parish LA,"Lafayette, LA",Metropolitan Statistical Area,"58,723",,
29180,Acadia Parish,LA,Louisiana,Acadia Parish LA,"Lafayette, LA",Metropolitan Statistical Area,"61,912",,
29180,Iberia Parish,LA,Louisiana,Iberia Parish LA,"Lafayette, LA",Metropolitan Statistical Area,"73,999",,
29180,Lafayette Parish,LA,Louisiana,Lafayette Parish LA,"Lafayette, LA",Metropolitan Statistical Area,"227,055",,
29200,Benton County,IN,Indiana,Benton County IN,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,"8,804",,
29200,Carroll County,IN,Indiana,Carroll County IN,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,"20,095",,
29200,Tippecanoe County,IN,Indiana,Tippecanoe County IN,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,"177,513",,
29300,Troup County,GA,Georgia,Troup County GA,"LaGrange, GA",Micropolitan Statistical Area,"68,468",,
29340,Cameron Parish,LA,Louisiana,Cameron Parish LA,"Lake Charles, LA",Metropolitan Statistical Area,"6,702",,
29340,Calcasieu Parish,LA,Louisiana,Calcasieu Parish LA,"Lake Charles, LA",Metropolitan Statistical Area,"194,493",,
29380,Columbia County,FL,Florida,Columbia County FL,"Lake City, FL",Micropolitan Statistical Area,"67,966",,
29420,Mohave County,AZ,Arizona,Mohave County AZ,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,"203,334",,
29460,Polk County,FL,Florida,Polk County FL,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,"616,158",,
29500,Dawson County,TX,Texas,Dawson County TX,"Lamesa, TX",Micropolitan Statistical Area,"13,640",,
29540,Lancaster County,PA,Pennsylvania,Lancaster County PA,"Lancaster, PA",Metropolitan Statistical Area,"526,823",,
29620,Clinton County,MI,Michigan,Clinton County MI,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"76,001",,
29620,Eaton County,MI,Michigan,Eaton County MI,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"108,008",,
29620,Ingham County,MI,Michigan,Ingham County MI,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"281,723",,
29660,Albany County,WY,Wyoming,Albany County WY,"Laramie, WY",Micropolitan Statistical Area,"37,276",,
29700,Webb County,TX,Texas,Webb County TX,"Laredo, TX",Metropolitan Statistical Area,"259,172",,
29740,Doña Ana County,NM,New Mexico,Doña Ana County NM,"Las Cruces, NM",Metropolitan Statistical Area,"214,445",,
29780,San Miguel County,NM,New Mexico,San Miguel County NM,"Las Vegas, NM",Micropolitan Statistical Area,"28,891",,
29820,Clark County,NV,Nevada,Clark County NV,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,"2,000,759",,
29860,Jasper County,MS,Mississippi,Jasper County MS,"Laurel, MS",Micropolitan Statistical Area,"16,523",,
29860,Jones County,MS,Mississippi,Jones County MS,"Laurel, MS",Micropolitan Statistical Area,"68,641",,
29900,Scotland County,NC,North Carolina,Scotland County NC,"Laurinburg, NC",Micropolitan Statistical Area,"36,094",,
29940,Douglas County,KS,Kansas,Douglas County KS,"Lawrence, KS",Metropolitan Statistical Area,"112,864",,
29980,Lawrence County,TN,Tennessee,Lawrence County TN,"Lawrenceburg, TN",Micropolitan Statistical Area,"42,086",,
30020,Cotton County,OK,Oklahoma,Cotton County OK,"Lawton, OK",Metropolitan Statistical Area,"6,155",,
30020,Comanche County,OK,Oklahoma,Comanche County OK,"Lawton, OK",Metropolitan Statistical Area,"126,390",,
30060,Laclede County,MO,Missouri,Laclede County MO,"Lebanon, MO",Micropolitan Statistical Area,"35,417",,
30140,Lebanon County,PA,Pennsylvania,Lebanon County PA,"Lebanon, PA",Metropolitan Statistical Area,"135,251",,
30220,Hockley County,TX,Texas,Hockley County TX,"Levelland, TX",Micropolitan Statistical Area,"23,072",,
30260,Union County,PA,Pennsylvania,Union County PA,"Lewisburg, PA",Micropolitan Statistical Area,"44,952",,
30280,Marshall County,TN,Tennessee,Marshall County TN,"Lewisburg, TN",Micropolitan Statistical Area,"30,883",,
30300,Asotin County,WA,Washington,Asotin County WA,"Lewiston, ID-WA",Metropolitan Statistical Area,"21,888",,
30300,Nez Perce County,ID,Idaho,Nez Perce County ID,"Lewiston, ID-WA",Metropolitan Statistical Area,"39,531",,
30340,Androscoggin County,ME,Maine,Androscoggin County ME,"Lewiston-Auburn, ME",Metropolitan Statistical Area,"107,609",,
30380,Mifflin County,PA,Pennsylvania,Mifflin County PA,"Lewistown, PA",Micropolitan Statistical Area,"46,773",,
30420,Gosper County,NE,Nebraska,Gosper County NE,"Lexington, NE",Micropolitan Statistical Area,"2,029",,
30420,Dawson County,NE,Nebraska,Dawson County NE,"Lexington, NE",Micropolitan Statistical Area,"24,220",,
30460,Bourbon County,KY,Kentucky,Bourbon County KY,"Lexington-Fayette, KY",Metropolitan Statistical Area,"19,978",,
30460,Woodford County,KY,Kentucky,Woodford County KY,"Lexington-Fayette, KY",Metropolitan Statistical Area,"25,077",,
30460,Clark County,KY,Kentucky,Clark County KY,"Lexington-Fayette, KY",Metropolitan Statistical Area,"35,787",,
30460,Scott County,KY,Kentucky,Scott County KY,"Lexington-Fayette, KY",Metropolitan Statistical Area,"49,057",,
30460,Jessamine County,KY,Kentucky,Jessamine County KY,"Lexington-Fayette, KY",Metropolitan Statistical Area,"49,635",,
30460,Fayette County,KY,Kentucky,Fayette County KY,"Lexington-Fayette, KY",Metropolitan Statistical Area,"305,489",,
30580,Seward County,KS,Kansas,Seward County KS,"Liberal, KS",Micropolitan Statistical Area,"23,547",,
30620,Allen County,OH,Ohio,Allen County OH,"Lima, OH",Metropolitan Statistical Area,"105,141",,
30660,Logan County,IL,Illinois,Logan County IL,"Lincoln, IL",Micropolitan Statistical Area,"30,013",,
30700,Seward County,NE,Nebraska,Seward County NE,"Lincoln, NE",Metropolitan Statistical Area,"16,935",,
30700,Lancaster County,NE,Nebraska,Lancaster County NE,"Lincoln, NE",Metropolitan Statistical Area,"293,407",,
30780,Perry County,AR,Arkansas,Perry County AR,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"10,339",,
30780,Grant County,AR,Arkansas,Grant County AR,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"17,986",,
30780,Lonoke County,AR,Arkansas,Lonoke County AR,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"69,839",,
30780,Saline County,AR,Arkansas,Saline County AR,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"111,845",,
30780,Faulkner County,AR,Arkansas,Faulkner County AR,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"118,704",,
30780,Pulaski County,AR,Arkansas,Pulaski County AR,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,"388,953",,
30820,Clinton County,PA,Pennsylvania,Clinton County PA,"Lock Haven, PA",Micropolitan Statistical Area,"39,517",,
30860,Franklin County,ID,Idaho,Franklin County ID,"Logan, UT-ID",Metropolitan Statistical Area,"12,786",,
30860,Cache County,UT,Utah,Cache County UT,"Logan, UT-ID",Metropolitan Statistical Area,"115,520",,
30880,Logan County,WV,West Virginia,Logan County WV,"Logan, WV",Micropolitan Statistical Area,"36,168",,
30900,Cass County,IN,Indiana,Cass County IN,"Logansport, IN",Micropolitan Statistical Area,"38,581",,
30940,Knox County,KY,Kentucky,Knox County KY,"London, KY",Micropolitan Statistical Area,"31,735",,
30940,Whitley County,KY,Kentucky,Whitley County KY,"London, KY",Micropolitan Statistical Area,"35,499",,
30940,Laurel County,KY,Kentucky,Laurel County KY,"London, KY",Micropolitan Statistical Area,"59,462",,
30980,Upshur County,TX,Texas,Upshur County TX,"Longview, TX",Metropolitan Statistical Area,"39,995",,
30980,Rusk County,TX,Texas,Rusk County TX,"Longview, TX",Metropolitan Statistical Area,"54,026",,
30980,Gregg County,TX,Texas,Gregg County TX,"Longview, TX",Metropolitan Statistical Area,"122,658",,
31020,Cowlitz County,WA,Washington,Cowlitz County WA,"Longview, WA",Metropolitan Statistical Area,"101,996",,
31060,Los Alamos County,NM,New Mexico,Los Alamos County NM,"Los Alamos, NM",Micropolitan Statistical Area,"18,159",,
31080,Orange County,CA,California,Orange County CA,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,"3,090,132",,
31080,Los Angeles County,CA,California,Los Angeles County CA,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,"9,962,789",,
31140,Trimble County,KY,Kentucky,Trimble County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"8,787",,
31140,Henry County,KY,Kentucky,Henry County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"15,318",,
31140,Spencer County,KY,Kentucky,Spencer County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"17,416",,
31140,Scott County,IN,Indiana,Scott County IN,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"23,791",,
31140,Washington County,IN,Indiana,Washington County IN,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"27,921",,
31140,Harrison County,IN,Indiana,Harrison County IN,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"39,134",,
31140,Shelby County,KY,Kentucky,Shelby County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"43,614",,
31140,Oldham County,KY,Kentucky,Oldham County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"61,412",,
31140,Floyd County,IN,Indiana,Floyd County IN,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"75,283",,
31140,Bullitt County,KY,Kentucky,Bullitt County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"75,896",,
31140,Clark County,IN,Indiana,Clark County IN,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"111,951",,
31140,Jefferson County,KY,Kentucky,Jefferson County KY,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"750,828",,
31180,Lynn County,TX,Texas,Lynn County TX,"Lubbock, TX",Metropolitan Statistical Area,"5,783",,
31180,Crosby County,TX,Texas,Crosby County TX,"Lubbock, TX",Metropolitan Statistical Area,"6,126",,
31180,Lubbock County,TX,Texas,Lubbock County TX,"Lubbock, TX",Metropolitan Statistical Area,"285,760",,
31220,Mason County,MI,Michigan,Mason County MI,"Ludington, MI",Micropolitan Statistical Area,"28,680",,
31260,Angelina County,TX,Texas,Angelina County TX,"Lufkin, TX",Micropolitan Statistical Area,"87,597",,
31300,Robeson County,NC,North Carolina,Robeson County NC,"Lumberton, NC",Micropolitan Statistical Area,"135,496",,
31340,Bedford city,VA,Virginia,Bedford city VA,"Lynchburg, VA",Metropolitan Statistical Area,"5,964",,
31340,Appomattox County,VA,Virginia,Appomattox County VA,"Lynchburg, VA",Metropolitan Statistical Area,"15,128",,
31340,Amherst County,VA,Virginia,Amherst County VA,"Lynchburg, VA",Metropolitan Statistical Area,"32,384",,
31340,Campbell County,VA,Virginia,Campbell County VA,"Lynchburg, VA",Metropolitan Statistical Area,"55,163",,
31340,Bedford County,VA,Virginia,Bedford County VA,"Lynchburg, VA",Metropolitan Statistical Area,"69,590",,
31340,Lynchburg city,VA,Virginia,Lynchburg city VA,"Lynchburg, VA",Metropolitan Statistical Area,"77,113",,
31380,McDonough County,IL,Illinois,McDonough County IL,"Macomb, IL",Micropolitan Statistical Area,"32,537",,
31420,Twiggs County,GA,Georgia,Twiggs County GA,"Macon, GA",Metropolitan Statistical Area,"8,447",,
31420,Crawford County,GA,Georgia,Crawford County GA,"Macon, GA",Metropolitan Statistical Area,"12,600",,
31420,Monroe County,GA,Georgia,Monroe County GA,"Macon, GA",Metropolitan Statistical Area,"26,637",,
31420,Jones County,GA,Georgia,Jones County GA,"Macon, GA",Metropolitan Statistical Area,"28,577",,
31420,Bibb County,GA,Georgia,Bibb County GA,"Macon, GA",Metropolitan Statistical Area,"156,462",,
31460,Madera County,CA,California,Madera County CA,"Madera, CA",Metropolitan Statistical Area,"152,218",,
31500,Jefferson County,IN,Indiana,Jefferson County IN,"Madison, IN",Micropolitan Statistical Area,"32,554",,
31540,Iowa County,WI,Wisconsin,Iowa County WI,"Madison, WI",Metropolitan Statistical Area,"23,807",,
31540,Green County,WI,Wisconsin,Green County WI,"Madison, WI",Metropolitan Statistical Area,"36,909",,
31540,Columbia County,WI,Wisconsin,Columbia County WI,"Madison, WI",Metropolitan Statistical Area,"56,539",,
31540,Dane County,WI,Wisconsin,Dane County WI,"Madison, WI",Metropolitan Statistical Area,"503,523",,
31580,Hopkins County,KY,Kentucky,Hopkins County KY,"Madisonville, KY",Micropolitan Statistical Area,"46,718",,
31620,Columbia County,AR,Arkansas,Columbia County AR,"Magnolia, AR",Micropolitan Statistical Area,"24,473",,
31660,Franklin County,NY,New York,Franklin County NY,"Malone, NY",Micropolitan Statistical Area,"51,795",,
31680,Hot Spring County,AR,Arkansas,Hot Spring County AR,"Malvern, AR",Micropolitan Statistical Area,"33,394",,
31700,Hillsborough County,NH,New Hampshire,Hillsborough County NH,"Manchester-Nashua, NH",Metropolitan Statistical Area,"402,922",,
31740,Pottawatomie County,KS,Kansas,Pottawatomie County KS,"Manhattan, KS",Metropolitan Statistical Area,"22,302",,
31740,Riley County,KS,Kansas,Riley County KS,"Manhattan, KS",Metropolitan Statistical Area,"75,508",,
31820,Manitowoc County,WI,Wisconsin,Manitowoc County WI,"Manitowoc, WI",Micropolitan Statistical Area,"80,671",,
31860,Nicollet County,MN,Minnesota,Nicollet County MN,"Mankato-North Mankato, MN",Metropolitan Statistical Area,"32,929",,
31860,Blue Earth County,MN,Minnesota,Blue Earth County MN,"Mankato-North Mankato, MN",Metropolitan Statistical Area,"65,091",,
31900,Richland County,OH,Ohio,Richland County OH,"Mansfield, OH",Metropolitan Statistical Area,"122,673",,
31930,Washington County,OH,Ohio,Washington County OH,"Marietta, OH",Micropolitan Statistical Area,"61,475",,
31940,Menominee County,MI,Michigan,Menominee County MI,"Marinette, WI-MI",Micropolitan Statistical Area,"23,815",,
31940,Marinette County,WI,Wisconsin,Marinette County WI,"Marinette, WI-MI",Micropolitan Statistical Area,"41,563",,
31980,Grant County,IN,Indiana,Grant County IN,"Marion, IN",Micropolitan Statistical Area,"69,330",,
32000,McDowell County,NC,North Carolina,McDowell County NC,"Marion, NC",Micropolitan Statistical Area,"44,998",,
32020,Marion County,OH,Ohio,Marion County OH,"Marion, OH",Micropolitan Statistical Area,"66,238",,
32100,Marquette County,MI,Michigan,Marquette County MI,"Marquette, MI",Micropolitan Statistical Area,"67,906",,
32140,Lyon County,MN,Minnesota,Lyon County MN,"Marshall, MN",Micropolitan Statistical Area,"25,543",,
32180,Saline County,MO,Missouri,Saline County MO,"Marshall, MO",Micropolitan Statistical Area,"23,339",,
32220,Harrison County,TX,Texas,Harrison County TX,"Marshall, TX",Micropolitan Statistical Area,"67,450",,
32260,Marshall County,IA,Iowa,Marshall County IA,"Marshalltown, IA",Micropolitan Statistical Area,"40,857",,
32280,Weakley County,TN,Tennessee,Weakley County TN,"Martin, TN",Micropolitan Statistical Area,"34,793",,
32300,Martinsville city,VA,Virginia,Martinsville city VA,"Martinsville, VA",Micropolitan Statistical Area,"13,733",,
32300,Henry County,VA,Virginia,Henry County VA,"Martinsville, VA",Micropolitan Statistical Area,"52,969",,
32340,Nodaway County,MO,Missouri,Nodaway County MO,"Maryville, MO",Micropolitan Statistical Area,"23,419",,
32380,Worth County,IA,Iowa,Worth County IA,"Mason City, IA",Micropolitan Statistical Area,"7,519",,
32380,Cerro Gordo County,IA,Iowa,Cerro Gordo County IA,"Mason City, IA",Micropolitan Statistical Area,"43,788",,
32460,Graves County,KY,Kentucky,Graves County KY,"Mayfield, KY",Micropolitan Statistical Area,"37,544",,
32500,Mason County,KY,Kentucky,Mason County KY,"Maysville, KY",Micropolitan Statistical Area,"17,512",,
32540,Pittsburg County,OK,Oklahoma,Pittsburg County OK,"McAlester, OK",Micropolitan Statistical Area,"45,048",,
32580,Hidalgo County,TX,Texas,Hidalgo County TX,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,"806,552",,
32620,Amite County,MS,Mississippi,Amite County MS,"McComb, MS",Micropolitan Statistical Area,"12,957",,
32620,Pike County,MS,Mississippi,Pike County MS,"McComb, MS",Micropolitan Statistical Area,"40,100",,
32660,Warren County,TN,Tennessee,Warren County TN,"McMinnville, TN",Micropolitan Statistical Area,"39,839",,
32700,McPherson County,KS,Kansas,McPherson County KS,"McPherson, KS",Micropolitan Statistical Area,"29,356",,
32740,Crawford County,PA,Pennsylvania,Crawford County PA,"Meadville, PA",Micropolitan Statistical Area,"87,598",,
32780,Jackson County,OR,Oregon,Jackson County OR,"Medford, OR",Metropolitan Statistical Area,"206,412",,
32820,Benton County,MS,Mississippi,Benton County MS,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"8,730",,
32820,Tunica County,MS,Mississippi,Tunica County MS,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"10,475",,
32820,Tate County,MS,Mississippi,Tate County MS,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"28,490",,
32820,Marshall County,MS,Mississippi,Marshall County MS,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"36,612",,
32820,Fayette County,TN,Tennessee,Fayette County TN,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"38,659",,
32820,Crittenden County,AR,Arkansas,Crittenden County AR,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"50,021",,
32820,Tipton County,TN,Tennessee,Tipton County TN,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"61,705",,
32820,DeSoto County,MS,Mississippi,DeSoto County MS,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"166,234",,
32820,Shelby County,TN,Tennessee,Shelby County TN,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"940,764",,
32860,Dunn County,WI,Wisconsin,Dunn County WI,"Menomonie, WI",Micropolitan Statistical Area,"44,072",,
32900,Merced County,CA,California,Merced County CA,"Merced, CA",Metropolitan Statistical Area,"262,305",,
32940,Kemper County,MS,Mississippi,Kemper County MS,"Meridian, MS",Micropolitan Statistical Area,"10,335",,
32940,Clarke County,MS,Mississippi,Clarke County MS,"Meridian, MS",Micropolitan Statistical Area,"16,556",,
32940,Lauderdale County,MS,Mississippi,Lauderdale County MS,"Meridian, MS",Micropolitan Statistical Area,"80,220",,
32980,Lincoln County,WI,Wisconsin,Lincoln County WI,"Merrill, WI",Micropolitan Statistical Area,"28,392",,
33020,Audrain County,MO,Missouri,Audrain County MO,"Mexico, MO",Micropolitan Statistical Area,"25,621",,
33060,Ottawa County,OK,Oklahoma,Ottawa County OK,"Miami, OK",Micropolitan Statistical Area,"32,236",,
33100,Palm Beach County,FL,Florida,Palm Beach County FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"1,356,545",,
33100,Broward County,FL,Florida,Broward County FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"1,815,137",,
33100,Miami-Dade County,FL,Florida,Miami-Dade County FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"2,591,035",,
33140,LaPorte County,IN,Indiana,LaPorte County IN,"Michigan City-La Porte, IN",Metropolitan Statistical Area,"111,246",,
33180,Bell County,KY,Kentucky,Bell County KY,"Middlesborough, KY",Micropolitan Statistical Area,"28,183",,
33220,Midland County,MI,Michigan,Midland County MI,"Midland, MI",Metropolitan Statistical Area,"83,822",,
33260,Martin County,TX,Texas,Martin County TX,"Midland, TX",Metropolitan Statistical Area,"5,017",,
33260,Midland County,TX,Texas,Midland County TX,"Midland, TX",Metropolitan Statistical Area,"146,645",,
33300,Hancock County,GA,Georgia,Hancock County GA,"Milledgeville, GA",Micropolitan Statistical Area,"8,996",,
33300,Baldwin County,GA,Georgia,Baldwin County GA,"Milledgeville, GA",Micropolitan Statistical Area,"46,367",,
33340,Ozaukee County,WI,Wisconsin,Ozaukee County WI,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"86,823",,
33340,Washington County,WI,Wisconsin,Washington County WI,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"132,661",,
33340,Waukesha County,WI,Wisconsin,Waukesha County WI,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"392,292",,
33340,Milwaukee County,WI,Wisconsin,Milwaukee County WI,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"955,205",,
33420,Palo Pinto County,TX,Texas,Palo Pinto County TX,"Mineral Wells, TX",Micropolitan Statistical Area,"27,856",,
33460,Sibley County,MN,Minnesota,Sibley County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"15,123",,
33460,Mille Lacs County,MN,Minnesota,Mille Lacs County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"25,740",,
33460,Le Sueur County,MN,Minnesota,Le Sueur County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"27,677",,
33460,Isanti County,MN,Minnesota,Isanti County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"38,248",,
33460,Pierce County,WI,Wisconsin,Pierce County WI,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"40,814",,
33460,Chisago County,MN,Minnesota,Chisago County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"53,452",,
33460,St. Croix County,WI,Wisconsin,St. Croix County WI,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"85,242",,
33460,Sherburne County,MN,Minnesota,Sherburne County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"89,455",,
33460,Carver County,MN,Minnesota,Carver County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"93,707",,
33460,Wright County,MN,Minnesota,Wright County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"127,336",,
33460,Scott County,MN,Minnesota,Scott County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"135,152",,
33460,Washington County,MN,Minnesota,Washington County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"244,088",,
33460,Anoka County,MN,Minnesota,Anoka County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"336,414",,
33460,Dakota County,MN,Minnesota,Dakota County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"405,088",,
33460,Ramsey County,MN,Minnesota,Ramsey County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"520,152",,
33460,Hennepin County,MN,Minnesota,Hennepin County MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"1,184,576",,
33500,Renville County,ND,North Dakota,Renville County ND,"Minot, ND",Micropolitan Statistical Area,"2,559",,
33500,McHenry County,ND,North Dakota,McHenry County ND,"Minot, ND",Micropolitan Statistical Area,"5,789",,
33500,Ward County,ND,North Dakota,Ward County ND,"Minot, ND",Micropolitan Statistical Area,"64,798",,
33540,Missoula County,MT,Montana,Missoula County MT,"Missoula, MT",Metropolitan Statistical Area,"110,977",,
33580,Hanson County,SD,South Dakota,Hanson County SD,"Mitchell, SD",Micropolitan Statistical Area,"3,377",,
33580,Davison County,SD,South Dakota,Davison County SD,"Mitchell, SD",Micropolitan Statistical Area,"19,769",,
33620,Randolph County,MO,Missouri,Randolph County MO,"Moberly, MO",Micropolitan Statistical Area,"25,330",,
33660,Mobile County,AL,Alabama,Mobile County AL,"Mobile, AL",Metropolitan Statistical Area,"413,936",,
33700,Stanislaus County,CA,California,Stanislaus County CA,"Modesto, CA",Metropolitan Statistical Area,"521,726",,
33740,Union Parish,LA,Louisiana,Union Parish LA,"Monroe, LA",Metropolitan Statistical Area,"22,419",,
33740,Ouachita Parish,LA,Louisiana,Ouachita Parish LA,"Monroe, LA",Metropolitan Statistical Area,"155,363",,
33780,Monroe County,MI,Michigan,Monroe County MI,"Monroe, MI",Metropolitan Statistical Area,"151,048",,
33860,Lowndes County,AL,Alabama,Lowndes County AL,"Montgomery, AL",Metropolitan Statistical Area,"10,857",,
33860,Autauga County,AL,Alabama,Autauga County AL,"Montgomery, AL",Metropolitan Statistical Area,"55,514",,
33860,Elmore County,AL,Alabama,Elmore County AL,"Montgomery, AL",Metropolitan Statistical Area,"80,629",,
33860,Montgomery County,AL,Alabama,Montgomery County AL,"Montgomery, AL",Metropolitan Statistical Area,"230,149",,
33940,Montrose County,CO,Colorado,Montrose County CO,"Montrose, CO",Micropolitan Statistical Area,"40,725",,
33980,Carteret County,NC,North Carolina,Carteret County NC,"Morehead City, NC",Micropolitan Statistical Area,"67,632",,
34020,St. Mary Parish,LA,Louisiana,St. Mary Parish LA,"Morgan City, LA",Micropolitan Statistical Area,"53,697",,
34060,Preston County,WV,West Virginia,Preston County WV,"Morgantown, WV",Metropolitan Statistical Area,"33,832",,
34060,Monongalia County,WV,West Virginia,Monongalia County WV,"Morgantown, WV",Metropolitan Statistical Area,"100,332",,
34100,Jefferson County,TN,Tennessee,Jefferson County TN,"Morristown, TN",Metropolitan Statistical Area,"52,191",,
34100,Hamblen County,TN,Tennessee,Hamblen County TN,"Morristown, TN",Metropolitan Statistical Area,"62,746",,
34140,Latah County,ID,Idaho,Latah County ID,"Moscow, ID",Micropolitan Statistical Area,"38,184",,
34180,Grant County,WA,Washington,Grant County WA,"Moses Lake, WA",Micropolitan Statistical Area,"91,723",,
34220,Colquitt County,GA,Georgia,Colquitt County GA,"Moultrie, GA",Micropolitan Statistical Area,"46,137",,
34340,Surry County,NC,North Carolina,Surry County NC,"Mount Airy, NC",Micropolitan Statistical Area,"73,561",,
34380,Isabella County,MI,Michigan,Isabella County MI,"Mount Pleasant, MI",Micropolitan Statistical Area,"70,617",,
34420,Titus County,TX,Texas,Titus County TX,"Mount Pleasant, TX",Micropolitan Statistical Area,"32,663",,
34460,Menifee County,KY,Kentucky,Menifee County KY,"Mount Sterling, KY",Micropolitan Statistical Area,"6,220",,
34460,Bath County,KY,Kentucky,Bath County KY,"Mount Sterling, KY",Micropolitan Statistical Area,"11,802",,
34460,Montgomery County,KY,Kentucky,Montgomery County KY,"Mount Sterling, KY",Micropolitan Statistical Area,"26,902",,
34500,Jefferson County,IL,Illinois,Jefferson County IL,"Mount Vernon, IL",Micropolitan Statistical Area,"38,720",,
34540,Knox County,OH,Ohio,Knox County OH,"Mount Vernon, OH",Micropolitan Statistical Area,"60,705",,
34580,Skagit County,WA,Washington,Skagit County WA,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,"118,222",,
34260,Baxter County,AR,Arkansas,Baxter County AR,"Mountain Home, AR",Micropolitan Statistical Area,"41,048",,
34300,Elmore County,ID,Idaho,Elmore County ID,"Mountain Home, ID",Micropolitan Statistical Area,"26,223",,
34620,Delaware County,IN,Indiana,Delaware County IN,"Muncie, IN",Metropolitan Statistical Area,"117,364",,
34660,Calloway County,KY,Kentucky,Calloway County KY,"Murray, KY",Micropolitan Statistical Area,"37,655",,
34700,Muscatine County,IA,Iowa,Muscatine County IA,"Muscatine, IA",Micropolitan Statistical Area,"42,879",,
34740,Muskegon County,MI,Michigan,Muskegon County MI,"Muskegon, MI",Metropolitan Statistical Area,"170,182",,
34780,Muskogee County,OK,Oklahoma,Muskogee County OK,"Muskogee, OK",Micropolitan Statistical Area,"70,596",,
