storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,zipcode,type_store,latitude,longitude
1460,Wed May 30 00:00:00 -0400 1990,Wed Mar 23 00:00:00 -0500 2005,1,31,001,3803 OSBORNE DRIVE WEST,Hastings,NE,68901,Supercenter,40.626275,-98.38277
1461,Wed Aug 01 00:00:00 -0400 1990,Wed Mar 01 00:00:00 -0500 2000,1,56,037,201 GATEWAY BLVD,Rock Springs,WY,82901,Supercenter,41.57864,-109.24969
1462,Mon Apr 30 00:00:00 -0400 1990,Wed Aug 25 00:00:00 -0400 2004,1,01,013,501 WILLOW LANE,Greenville,AL,36037,Supercenter,31.84826,-86.647564
1463,Wed Aug 01 00:00:00 -0400 1990,,,39,057,1900 WEST PARK SQUARE,Xenia,OH,45385,Wal-Mart,39.690211,-83.917876
1464,Wed Aug 01 00:00:00 -0400 1990,Mon Mar 01 00:00:00 -0500 2004,1,37,119,8180 SOUTH TRYON STREET,Charlotte,NC,28273,Supercenter,35.142541,-80.93041
1465,Mon Oct 29 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 1999,1,51,590,515 MOUNT CROSS ROAD,Danville,VA,24540,Supercenter,36.594637,-79.427971
1466,Mon Oct 01 00:00:00 -0400 1990,Mon Mar 01 00:00:00 -0500 1999,1,47,013,2824 APPALACHAIN HWY,Jacksboro,TN,37757,Supercenter,36.369531,-84.132733
1467,Mon Oct 01 00:00:00 -0400 1990,,,47,049,421 NORTH MAIN,Jamestown,TN,38556,Wal-Mart,36.43371,-84.934857
1468,Wed Aug 01 00:00:00 -0400 1990,Wed Jul 17 00:00:00 -0400 2002,1,28,107,205 HOUSE-CARLSON DRIVE,Batesville,MS,38606,Supercenter,34.304572,-89.919482
1469,Wed Jun 27 00:00:00 -0400 1990,Sun Mar 01 00:00:00 -0500 1998,1,47,065,2020 GUNBARREL RD,Chattanooga,TN,37421,Supercenter,35.032032,-85.15461
1470,Wed Jun 27 00:00:00 -0400 1990,,,27,067,3031 SOUTH FIRST STREET,Willmar,MN,56201,Wal-Mart,45.09618,-95.04249
1471,Wed Aug 01 00:00:00 -0400 1990,,,55,135,1717 NORTH SHAWANO STREET,New London,WI,54961,Wal-Mart,44.402267,-88.743448
1472,Wed Nov 14 00:00:00 -0500 1990,,,27,037,1752 NO. FRONTAGE,Hastings,MN,55033,Wal-Mart,44.738657,-92.886164
1473,Tue Nov 05 00:00:00 -0500 1991,Wed May 14 00:00:00 -0400 2003,1,27,013,1881 MADISON AVENUE,Mankato,MN,56001,Supercenter,44.166887,-93.950659
1474,Mon Dec 31 00:00:00 -0500 1990,Wed Mar 14 00:00:00 -0500 2001,1,04,027,2900 S PACIFIC AVE,Yuma,AZ,85364,Supercenter,32.674933,-114.598826
1475,Wed May 30 00:00:00 -0400 1990,,,19,183,530 HWY 1 SOUTH,Washington,IA,52353,Wal-Mart,41.295979,-91.707978
1476,Wed Jun 27 00:00:00 -0400 1990,Wed Aug 25 00:00:00 -0400 2004,1,18,019,1351 VETERANS PARKWAY,Clarksville,IN,47129,Supercenter,38.310958,-85.764463
1477,Mon Oct 29 00:00:00 -0500 1990,Sun Mar 01 00:00:00 -0500 1998,1,54,067,200 WAL STREET,Summersville,WV,26651,Supercenter,38.285941,-80.949823
1478,Wed Sep 11 00:00:00 -0400 1991,Wed May 12 00:00:00 -0400 2004,1,39,087,223 COUNTY ROAD 410,South Point,OH,45680,Supercenter,38.40944,-82.523061
1479,Tue Sep 04 00:00:00 -0400 1990,Fri Mar 01 00:00:00 -0500 1996,1,18,127,2400 MORTHLAND DR,Valparaiso,IN,46383,Supercenter,41.453694,-87.026369
1480,Tue Oct 01 00:00:00 -0400 1991,Wed May 25 00:00:00 -0400 2005,1,18,135,950 EAST GREENVILLE PIKE,Winchester,IN,47394,Supercenter,40.161794,-84.958789
1481,Mon Oct 29 00:00:00 -0500 1990,Sun Mar 01 00:00:00 -0500 1998,1,01,073,209 LAKESHORE PARKWAY,Homewood,AL,35209,Supercenter,33.447245,-86.823999
1482,Tue Sep 04 00:00:00 -0400 1990,,,12,057,7011 WATERS AVENUE WEST,Tampa,FL,33634,Wal-Mart,28.025731,-82.558353
1483,Wed Aug 01 00:00:00 -0400 1990,Wed Mar 23 00:00:00 -0500 2005,1,46,135,3001 BROADWAY AVENUE,Yankton,SD,57078,Supercenter,42.906768,-97.397636
1484,Tue Feb 20 00:00:00 -0500 1990,Tue Mar 01 00:00:00 -0500 1994,1,29,095,9051 HILLCREST ROAD,Kansas City,MO,64138,Supercenter,38.96107,-94.51979
1485,Wed Jan 30 00:00:00 -0500 1991,,,56,005,2300 SOUTH DOUGLAS HWY,Gillette,WY,82718,Wal-Mart,44.273579,-105.494
1486,Wed Jun 27 00:00:00 -0400 1990,Fri Mar 01 00:00:00 -0500 1996,1,51,147,1800 PERRY DR,Farmville,VA,23901,Supercenter,37.277952,-78.39828
1487,Tue Sep 04 00:00:00 -0400 1990,,,18,091,4301 SOUTH FRANKLIN STREET,Michigan City,IN,46360,Wal-Mart,41.676051,-86.893959
1488,Wed Jan 31 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 1999,1,13,097,7001 CONCOURSE PKWY,Douglasville,GA,30134,Supercenter,33.730284,-84.761992
1489,Wed Aug 01 00:00:00 -0400 1990,,,17,097,555 TOWNLINE ROAD,Vernon Hills,IL,60061,Wal-Mart,42.240446,-87.950518
1490,Wed Aug 01 00:00:00 -0400 1990,Wed May 18 00:00:00 -0400 2005,1,17,201,7219 WALTON ST,Rockford,IL,61108,Supercenter,42.267818,-88.976992
1491,Wed Aug 01 00:00:00 -0400 1990,Wed Mar 01 00:00:00 -0500 2000,1,19,181,1500 NORTH JEFFERSON,Indianola,IA,50125,Supercenter,41.374822,-93.558435
1492,Wed Aug 01 00:00:00 -0400 1990,,,08,005,14000 EAST EXPOSITION AVENUE,Aurora,CO,80012,Wal-Mart,,
1493,Wed Aug 01 00:00:00 -0400 1990,,,01,099,465 PIKE ST.,Monroeville,AL,36460,Wal-Mart,31.512203,-87.317915
1494,Mon Oct 01 00:00:00 -0400 1990,,,48,355,4833 SOUTH PADRE ISLAND DRIVE,Corpus Christi,TX,78411,Wal-Mart,27.714185,-97.384102
1495,Wed Aug 01 00:00:00 -0400 1990,Wed Oct 27 00:00:00 -0400 2004,1,39,113,7680 BRANDT PIKE,Huber Heights,OH,45424,Supercenter,39.863623,-84.102964
1496,Wed Aug 01 00:00:00 -0400 1990,Wed Mar 01 00:00:00 -0500 2000,1,19,013,1334 FLAMMANG DRIVE,Waterloo,IA,50702,Supercenter,42.460243,-92.330632
1497,Mon Oct 01 00:00:00 -0400 1990,,,17,031,21410 SOUTH CICERO AVENUE,Matteson,IL,60443,Wal-Mart,41.500491,-87.732358
1498,Tue Jul 02 00:00:00 -0400 1991,,,37,081,3738 N.BATTLEGROUND AVE.,Greensboro,NC,27410,Wal-Mart,36.076819,-79.792417
1499,Wed Aug 16 00:00:00 -0400 1995,Wed Aug 16 00:00:00 -0400 1995,1,54,025,520 N JEFFERSON ST,Lewisburg,WV,24901,Supercenter,37.816371,-80.42825
1500,Wed Aug 01 00:00:00 -0400 1990,Wed May 18 00:00:00 -0400 2005,1,46,029,1201 29TH ST. SE,Watertown,SD,57201,Supercenter,44.886323,-97.067959
1501,Wed Nov 14 00:00:00 -0500 1990,,,12,057,14941 NORTH DALE MABRY HWY,Tampa,FL,33618,Wal-Mart,28.085076,-82.504896
1502,Mon Oct 29 00:00:00 -0500 1990,Wed May 21 00:00:00 -0400 2003,1,37,083,251 PREMIER BLVD,Roanoke Rapids,NC,27870,Supercenter,36.430203,-77.634025
1503,Mon Apr 02 00:00:00 -0400 1990,Wed Jun 15 00:00:00 -0400 2005,1,39,057,6244 WILMINGTON PIKE,Centerville,OH,45459,Supercenter,39.633713,-84.1104
1504,Mon Apr 02 00:00:00 -0400 1990,,,39,113,8480 SPRINGBORO PIKE,Dayton,OH,45342,Wal-Mart,39.62659,-84.226208
1505,Mon Oct 01 00:00:00 -0400 1990,Sun Mar 01 00:00:00 -0500 1998,1,21,195,254 CASSIDY BLVD,Pikeville,KY,41501,Supercenter,37.505119,-82.537989
1506,Wed Aug 01 00:00:00 -0400 1990,,,19,055,1220 WEST MAIN,Manchester,IA,52057,Wal-Mart,42.483861,-91.475314
1507,Wed Aug 01 00:00:00 -0400 1990,Sat Mar 01 00:00:00 -0500 1997,1,20,173,3030 NORTH ROCK RD,Wichita (NE),KS,67226,Supercenter,37.738428,-97.244651
1508,Mon Oct 29 00:00:00 -0500 1990,Wed Mar 01 00:00:00 -0500 2000,1,56,033,1695 COFFEEN AVE,Sheridan,WY,82801,Supercenter,44.773659,-106.94254
1509,Wed Aug 01 00:00:00 -0400 1990,,,19,097,18195 HIGHWAY 64,Maquoketa,IA,52060,Wal-Mart,42.067955,-90.687813
1510,Tue Sep 04 00:00:00 -0400 1990,,,21,015,4999 HOUSTON ROAD,Florence,KY,41042,Wal-Mart,39.013306,-84.640524
1511,Mon Oct 01 00:00:00 -0400 1990,,,12,011,1800 UNIVERSITY DRIVE,Miramar,FL,33025,Wal-Mart,25.993839,-80.247553
1512,Tue Sep 04 00:00:00 -0400 1990,,,04,013,800 WEST WARNER ROAD,Chandler,AZ,85224,Wal-Mart,33.335099,-111.862295
1513,Wed Jan 30 00:00:00 -0500 1991,,,12,103,35404 US HIGHWAY 19,Palm Harbor,FL,34684,Wal-Mart,28.09361,-82.73961
1514,Mon Oct 29 00:00:00 -0500 1990,,,29,099,2201 MICHIGAN AVENUE,Arnold,MO,63010,Wal-Mart,38.435904,-90.380564
1515,Mon Oct 01 00:00:00 -0400 1990,,,55,133,N96 W18515 COUNTY LINE ROAD,Menomonee Falls,WI,53051,Wal-Mart,43.161681,-88.064298
1516,Wed Aug 01 00:00:00 -0400 1990,,,48,233,1404 WEST WILSON,Borger,TX,79007,Wal-Mart,35.660578,-101.406783
1517,Wed Jan 30 00:00:00 -0500 1991,,,12,011,300 WEST COPANS ROAD,Pompano Beach,FL,33064,Wal-Mart,26.260676,-80.127401
1518,Mon Oct 01 00:00:00 -0400 1990,Wed Mar 01 00:00:00 -0500 2000,1,18,097,3221 WEST 86TH ST,Indianapolis,IN,46268,Supercenter,39.911764,-86.215436
1519,Wed Aug 01 00:00:00 -0400 1990,Sun Mar 01 00:00:00 -0500 1998,1,39,079,100 WAL-MART DRIVE,Jackson,OH,45640,Supercenter,38.409032,-82.522919
1520,Mon Oct 01 00:00:00 -0400 1990,,,46,013,3315 6TH AVENUE S.E.,Aberdeen,SD,57401,Wal-Mart,45.45903,-98.483561
1521,Mon Dec 03 00:00:00 -0500 1990,,,39,061,10240 COLERIAN AVENUE,Cincinnati (NW),OH,45251,Wal-Mart,39.259558,-84.602404
1522,Mon Oct 29 00:00:00 -0500 1990,Wed Oct 20 00:00:00 -0400 2004,1,54,083,721 BEVERLY PIKE,Elkins,WV,26241,Supercenter,39.020633,-79.932508
1523,Mon Dec 03 00:00:00 -0500 1990,Sat Mar 01 00:00:00 -0500 1997,1,51,087,11400 WEST BROAD STREET ROAD,Glen Allen,VA,23060,Supercenter,37.651103,-77.610111
1524,Tue Feb 02 00:00:00 -0500 1993,Sat Mar 01 00:00:00 -0500 1997,1,51,041,12000 IRON BRIDGE ROAD,Chester,VA,23831,Supercenter,37.352791,-77.482359
1525,Mon Dec 03 00:00:00 -0500 1990,Sat Mar 01 00:00:00 -0500 1997,1,51,085,7430 BELL CREEK RD,Mechanicsville,VA,23111,Supercenter,37.611532,-77.354771
1526,Mon Apr 02 00:00:00 -0400 1990,Wed May 21 00:00:00 -0400 2003,1,19,021,1831 LAKE AVENUE,Storm Lake,IA,50588,Supercenter,42.647473,-95.200817
1527,Wed Jun 27 00:00:00 -0400 1990,,,37,139,1873 WEST ERINGHAUSE,Elizabeth City,NC,27909,Wal-Mart,36.289693,-76.251596
1528,Mon Oct 29 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 1999,1,19,113,2645 BLAIRS FERRY RD,Cedar Rapids,IA,52402,Supercenter,42.034751,-91.677926
1529,Mon Oct 01 00:00:00 -0400 1990,Mon Mar 01 00:00:00 -0500 1999,1,42,133,2801 E MARKET BLDG B,York,PA,17402,Supercenter,39.975478,-76.671757
1530,Mon Dec 31 00:00:00 -0500 1990,Fri Jan 27 00:00:00 -0500 2006,1,28,011,710 NORTH DAVIS AVENUE,Cleveland,MS,38732,Supercenter,33.755281,-90.715717
1531,Wed Feb 27 00:00:00 -0500 1991,,,17,089,620 DUNDEE AVENUE,East Dundee,IL,60118,Wal-Mart,42.074345,-88.259666
1532,Tue Sep 04 00:00:00 -0400 1990,,,04,013,5845 WEST BELL ROAD,Glendale,AZ,85306,Wal-Mart,33.638753,-112.185179
1533,Mon Dec 03 00:00:00 -0500 1990,,,04,013,8200 WEST PEORIA AVENUE,Peoria,AZ,85345,Wal-Mart,33.581272,-112.235138
1534,Mon Dec 03 00:00:00 -0500 1990,,,38,015,701 SOUTH WASHINGTON STREET,Bismarck,ND,58504,Wal-Mart,46.798413,-100.794448
1535,Mon Oct 29 00:00:00 -0500 1990,Wed Oct 09 00:00:00 -0400 2002,1,46,099,3209 SOUTH LOUISE,Sioux Falls,SD,57106,Supercenter,43.516008,-96.771102
1536,Mon Oct 29 00:00:00 -0500 1990,,,12,103,3993 TYRONE BLVD,St. Petersburg,FL,33709,Wal-Mart,27.808204,-82.752678
1537,Wed Jan 30 00:00:00 -0500 1991,,,42,001,1270 YORK ROAD,Gettysburg,PA,17325,Wal-Mart,39.843879,-77.20164
1538,Mon Oct 29 00:00:00 -0500 1990,Wed Oct 27 00:00:00 -0400 2004,1,46,011,2233 6TH ST.,Brookings,SD,57006,Supercenter,44.311351,-96.766832
1539,Mon Dec 03 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 2004,1,39,139,359 N. LEXINGTON SPRINGMILL RD,Mansfield,OH,44906,Supercenter,40.777635,-82.537324
1540,Mon Oct 29 00:00:00 -0500 1990,Wed Mar 27 00:00:00 -0500 2002,1,26,159,201 73RD STREET,South Haven,MI,49090,Supercenter,42.411972,-86.251683
1541,Wed Feb 27 00:00:00 -0500 1991,Wed Oct 16 00:00:00 -0400 2002,1,12,099,9990 BELVEDERE ROAD,West Palm Beach,FL,33411,Supercenter,26.691523,-80.201552
1542,Wed Aug 01 00:00:00 -0400 1990,Wed Mar 17 00:00:00 -0500 2004,1,26,137,950 EDELWEISS PARKWAY,Gaylord,MI,49735,Supercenter,44.94385,-84.670887
1543,Mon Oct 01 00:00:00 -0400 1990,Wed Apr 13 00:00:00 -0400 2005,1,46,081,2825 1ST AVENUE,Spearfish,SD,57783,Supercenter,44.480466,-103.812878
1544,Mon Dec 03 00:00:00 -0500 1990,Sat Mar 01 00:00:00 -0500 1997,1,54,033,550 EMILY DR,Clarksburg,WV,26301,Supercenter,39.279534,-80.281122
1545,Mon Dec 31 00:00:00 -0500 1990,,,38,035,2551 32ND AVENUE SOUTH,Grand Forks,ND,58201,Wal-Mart,47.889451,-97.063467
1546,Mon Oct 29 00:00:00 -0500 1990,,,19,083,840 SOUTH OAK STREET,Iowa Falls,IA,50126,Wal-Mart,42.507007,-93.262379
1547,Wed Jan 30 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,18,157,4205 COMMERCE DRIVE,Lafayette,IN,47905,Supercenter,40.301426,-86.913341
1548,Mon Dec 03 00:00:00 -0500 1990,,,17,075,1200 EAST WALNUT STREET,Watseka,IL,60970,Wal-Mart,40.775614,-87.709214
1549,Wed Sep 11 00:00:00 -0400 1991,Wed Mar 01 00:00:00 -0500 2000,1,04,013,2020 NORTH 75TH AVE.,Phoenix,AZ,85035,Supercenter,33.469613,-112.220675
1550,Mon Oct 01 00:00:00 -0400 1990,,,08,051,900 NORTH MAIN STREET,Gunnison,CO,81230,Wal-Mart,,
1551,Wed Jan 30 00:00:00 -0500 1991,,,55,079,6701 SOUTH 27TH STREET,Franklin,WI,53132,Wal-Mart,42.924241,-87.949626
1552,Mon Dec 03 00:00:00 -0500 1990,Wed Oct 30 00:00:00 -0500 2002,1,37,159,323 SO. ARLINGTON ST.,Salisbury,NC,28144,Supercenter,35.661072,-80.460321
1553,Wed Jan 30 00:00:00 -0500 1991,,,17,043,314 WEST ARMY TRAIL ROAD,Bloomingdale,IL,60108,Wal-Mart,41.939167,-88.106631
1554,Wed Jan 30 00:00:00 -0500 1991,Wed Oct 27 00:00:00 -0400 2004,1,06,077,3223 EAST HAMMER LANE,Stockton,CA,95212,Supercenter,38.021082,-121.276256
1555,Mon Dec 03 00:00:00 -0500 1990,Fri Jan 27 00:00:00 -0500 2006,1,06,025,2150 NO. WATERMAN AVENUE,El Centro,CA,92243,Supercenter,32.801422,-115.574184
1556,Tue Oct 01 00:00:00 -0400 1991,,,17,031,9265 WEST 159TH STREET,Orland Hills,IL,60477,Wal-Mart,41.601471,-87.846147
1557,Mon Dec 03 00:00:00 -0500 1990,Wed Apr 23 00:00:00 -0400 2003,1,18,057,8300 EAST 96TH ST,Fishers,IN,46038,Supercenter,39.927275,-86.019578
1558,Mon Dec 31 00:00:00 -0500 1990,Wed Jul 20 00:00:00 -0400 2005,1,37,157,304 E ARBOR LANE,Eden,NC,27288,Supercenter,36.489637,-79.737506
1559,Mon Oct 29 00:00:00 -0500 1990,,,32,003,201 NORTH NELLIS BLVD,Las Vegas,NV,89110,Wal-Mart,36.16211,-115.062206
1560,Wed Jan 30 00:00:00 -0500 1991,,,32,003,3075 EAST TROPICANA AVENUE,Las Vegas,NV,89121,Wal-Mart,36.099989,-115.108453
1561,Tue Dec 31 00:00:00 -0500 1991,,,47,157,3950 AUSTIN PEAY HIGHWAY,Memphis,TN,38128,Wal-Mart,35.234204,-89.896226
1562,Wed Nov 14 00:00:00 -0500 1990,,,27,003,13020 RIVERDALE DRIVE,Coon Rapids,MN,55448,Wal-Mart,45.20749,-93.35914
1563,Wed Aug 01 00:00:00 -0400 1990,,,06,037,44765 VALLEY CENTRAL WAY,Lancaster,CA,93536,Wal-Mart,34.695807,-118.17178
1564,Wed Aug 01 00:00:00 -0400 1990,,,39,145,4000 RHODES AVENUE,New Boston,OH,45662,Wal-Mart,38.753169,-82.934085
1565,Mon Dec 03 00:00:00 -0500 1990,,,38,105,120 26TH ST EAST,Williston,ND,58801,Wal-Mart,48.168714,-103.622026
1566,Mon Oct 29 00:00:00 -0500 1990,,,18,039,4024 ELKHARD ROAD/SUITE 2,Goshen,IN,46526,Wal-Mart,41.586418,-85.837683
1567,Wed Nov 14 00:00:00 -0500 1990,,,38,089,2003 THIRD AVENUE WEST,Dickinson,ND,58601,Wal-Mart,46.904442,-102.789724
1568,Tue Nov 05 00:00:00 -0500 1991,Wed Oct 26 00:00:00 -0400 2005,1,42,085,1275 NO. HERMITAGE ROAD,Hermitage,PA,16148,Supercenter,41.233395,-80.449641
1569,Wed Jan 30 00:00:00 -0500 1991,Wed Aug 20 00:00:00 -0400 2003,1,21,161,240 WAL-MART WAY,Maysville,KY,41056,Supercenter,38.622853,-83.668807
1570,Wed Jan 30 00:00:00 -0500 1991,Mon Mar 01 00:00:00 -0500 1999,1,18,033,505 TOURING DRIVE,Auburn,IN,46706,Supercenter,41.362742,-85.078598
1571,Mon Dec 31 00:00:00 -0500 1990,Wed Aug 24 00:00:00 -0400 2005,1,55,133,250 EAST WOLF RUN,Mukwonago,WI,53149,Supercenter,42.846505,-88.322358
1572,Mon Dec 03 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 2004,1,49,047,1851 WEST HWY 40,Vernal,UT,84078,Supercenter,40.440261,-109.563623
1573,Mon Dec 31 00:00:00 -0500 1990,Wed Apr 17 00:00:00 -0400 2002,1,49,007,255 SOUTH HIGHWAY 55,Price,UT,84501,Supercenter,39.599571,-110.805434
1574,Wed Jan 30 00:00:00 -0500 1991,,,06,029,2300 WHITE LANE,Bakersfield,CA,93304,Wal-Mart,35.317669,-119.027732
1575,Wed Jan 30 00:00:00 -0500 1991,,,06,007,355 ORO DAM BLVD,Oroville,CA,95965,Wal-Mart,39.49804,-121.572309
1576,Wed Jan 30 00:00:00 -0500 1991,,,18,089,1555 US HIGHWAY 41,Schererville,IN,46375,Wal-Mart,41.494853,-87.470929
1577,Mon Dec 31 00:00:00 -0500 1990,Wed Sep 01 00:00:00 -0400 2004,1,27,171,1315 HWY 25 NORTH,Buffalo,MN,55313,Supercenter,45.188577,-93.876006
1578,Tue Sep 04 00:00:00 -0400 1990,Wed Mar 01 00:00:00 -0500 2000,1,13,121,970 MANSELL ROAD,Roswell,GA,30076,Supercenter,34.042791,-84.332815
1579,Wed Jan 30 00:00:00 -0500 1991,,,37,077,714 GRANVILLE CORNERS,Oxford,NC,27565,Wal-Mart,36.300207,-78.584869
1580,Tue Oct 01 00:00:00 -0400 1991,Wed Mar 01 00:00:00 -0500 2000,1,18,097,10617 E. WASHINGTON,Indianapolis,IN,46229,Supercenter,39.773997,-86.008203
1581,Mon Dec 03 00:00:00 -0500 1990,Wed May 25 00:00:00 -0400 2005,1,38,017,4731 13TH AVENUE SOUTHWEST,Fargo,ND,58103,Supercenter,46.861953,-96.86559
1583,Wed Jan 30 00:00:00 -0500 1991,,,06,039,1977 WEST CLEVELAND AVE,Madera,CA,93637,Wal-Mart,36.974606,-120.079932
1584,Wed Jan 30 00:00:00 -0500 1991,,,32,003,3625 SOUTH RAINBOW BLVD,Las Vegas,NV,89103,Wal-Mart,36.123188,-115.242965
1585,Mon Dec 31 00:00:00 -0500 1990,Wed Mar 01 00:00:00 -0500 2000,1,31,111,1401 SOUTH DEWEY ST.,North Platte,NE,69101,Supercenter,41.121631,-100.762917
1586,Mon Oct 29 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 1999,1,13,067,1133 EW CONNECTOR SW,Austell,GA,30106,Supercenter,33.856488,-84.579324
1587,Mon Oct 29 00:00:00 -0500 1990,,,06,099,2225 PLAZA PARKWAY,Modesto,CA,95350,Wal-Mart,37.671678,-121.034879
1588,Wed Jan 30 00:00:00 -0500 1991,,,06,071,15272 BEAR VALLEY ROAD,Victorville,CA,92392,Wal-Mart,34.470659,-117.320177
1589,Wed Jan 30 00:00:00 -0500 1991,,,12,099,16205 SOUTH MILITARY DRIVE,Delray Beach,FL,33484,Wal-Mart,26.487785,-80.122729
1590,Tue Mar 03 00:00:00 -0500 1992,Wed Sep 15 00:00:00 -0400 2004,1,12,086,5851 N.W. 177TH ST.,Hialeah,FL,33015,Supercenter,25.934884,-80.293947
1591,Tue Nov 05 00:00:00 -0500 1991,Wed Jul 02 00:00:00 -0400 2003,1,42,043,6535 GRAYSON ROAD,Harrisburg,PA,17111,Supercenter,40.262444,-76.771795
1592,Wed Jan 30 00:00:00 -0500 1991,Wed Sep 17 00:00:00 -0400 2003,1,26,063,901 NORTH VAN DYKE,Bad Axe,MI,48413,Supercenter,43.821799,-83.001041
1593,Mon Dec 31 00:00:00 -0500 1990,Wed Mar 01 00:00:00 -0500 2000,1,26,023,800 EAST CHICAGO ST.,Coldwater,MI,49036,Supercenter,41.935058,-84.966718
1594,Wed Jan 30 00:00:00 -0500 1991,,,39,089,911 HEBRON ROAD,Heath,OH,43056,Wal-Mart,40.027845,-82.443981
1595,Wed Nov 14 00:00:00 -0500 1990,,,39,159,15785 US 36 EAST,Marysville,OH,43040,Wal-Mart,40.239988,-83.341458
1596,Mon Dec 03 00:00:00 -0500 1990,,,17,197,200 SOUTH BOLINGBROOK DRIVE,Bolingbrook,IL,60440,Wal-Mart,41.696085,-88.068209
1597,Tue Sep 04 00:00:00 -0400 1990,,,40,143,8739 SOUTH MEMORIAL,Tulsa,OK,74133,Wal-Mart,36.038362,-95.886225
1598,Tue Apr 02 00:00:00 -0500 1991,,,04,013,4617 EAST BELL ROAD,Phoenix,AZ,85032,Wal-Mart,33.640598,-111.981712
1599,Wed Feb 27 00:00:00 -0500 1991,,,20,091,11701 METCALF,Overland Park,KS,66210,Wal-Mart,38.915174,-94.668472
1600,Wed Jan 30 00:00:00 -0500 1991,,,06,029,911 SOUTH CHINA LAKE BLVD,Ridgecrest,CA,93555,Wal-Mart,35.609457,-117.670303
1601,Wed Jan 30 00:00:00 -0500 1991,,,18,057,2001 EAST 151 STREET,Carmel,IN,46032,Wal-Mart,40.007435,-86.127392
1602,Wed Jan 30 00:00:00 -0500 1991,,,17,167,3401 FREEDOM DRIVE,Springfield,IL,62704,Wal-Mart,39.753091,-89.707837
1603,Mon Dec 31 00:00:00 -0500 1990,,,45,023,1841 SUITE A 72 COCHRAN BYPASS,Chester,SC,29706,Wal-Mart,34.707884,-81.190785
1604,Wed Jan 30 00:00:00 -0500 1991,Fri Mar 01 00:00:00 -0500 2002,1,46,103,1200 LACROSSE,Rapid City,SD,57701,Supercenter,44.075058,-103.201178
1605,Mon Oct 01 00:00:00 -0400 1990,Sun Mar 01 00:00:00 -0500 1998,1,12,033,4600 MOBILE HWY/SUITE 122,Pensacola,FL,32506,Supercenter,30.427652,-87.269146
1606,Wed Nov 14 00:00:00 -0500 1990,Mon Mar 01 00:00:00 -0500 2004,1,47,065,5764 HWY 153,Chattanooga,TN,37343,Supercenter,35.157512,-85.248558
1607,Tue Jul 02 00:00:00 -0400 1991,Sat Mar 01 00:00:00 -0500 1997,1,42,087,10180 US HWY 522 SOUTH,Lewiston,PA,17044,Supercenter,40.569554,-77.641682
1608,Wed Jan 30 00:00:00 -0500 1991,,,06,103,1025 SOUTH MAIN,Red Bluff,CA,96080,Wal-Mart,40.159046,-122.225053
1609,Wed Jan 30 00:00:00 -0500 1991,,,27,061,1400 SOUTH POKEGAMA AVENUE,Grand Rapids,MN,55744,Wal-Mart,47.216538,-93.528745
1610,Tue Jul 02 00:00:00 -0400 1991,,,36,055,100 ELM RIDGE CENTER DR,Greece,NY,14626,Wal-Mart,43.215229,-77.73165
1611,Tue Jun 04 00:00:00 -0400 1991,,,26,147,4475 24TH AVENUE,Port Huron,MI,48059,Wal-Mart,43.038848,-82.456694
1612,Tue Nov 05 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,04,019,1650 WEST VALENCIA,Tucson,AZ,85746,Supercenter,32.133804,-111.000254
1613,Wed Sep 11 00:00:00 -0400 1991,,,37,081,2710 NORTH MAIN STREET,High Point,NC,27265,Wal-Mart,35.99303,-80.030136
1614,Mon Dec 31 00:00:00 -0500 1990,,,37,063,3500 ROXBORO ROAD,Durham,NC,27704,Wal-Mart,36.035731,-78.893573
1615,Wed Jul 31 00:00:00 -0400 1991,,,06,013,2203 LOVERIDGE ROAD,Pittsburg,CA,94565,Wal-Mart,38.011123,-121.868807
1616,Tue Nov 05 00:00:00 -0500 1991,,,06,035,2900 MAIN STREET,Susanville,CA,96130,Wal-Mart,40.410987,-120.636979
1617,Tue Dec 31 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,56,025,4400 EAST 2ND STREET,Casper,WY,82609,Supercenter,,
1618,Wed Sep 11 00:00:00 -0400 1991,Wed Apr 21 00:00:00 -0400 2004,1,18,089,2936 EAST 79TH AVENUE,Merrillville,IN,46410,Supercenter,41.47451,-87.300104
1619,Tue Apr 02 00:00:00 -0500 1991,Wed Mar 23 00:00:00 -0500 2005,1,36,055,1200 MARKETPLACE DRIVE,Henrietta,NY,14623,Supercenter,43.081247,-77.624657
1620,Wed Nov 14 00:00:00 -0500 1990,,,01,053,2041 DOUGLAS AVENUE,Brewton,AL,36426,Wal-Mart,31.136996,-87.068741
1621,Wed Jan 30 00:00:00 -0500 1991,,,19,007,1101 NORTH 18TH STREET,Centerville,IA,52544,Wal-Mart,40.742846,-92.868049
