storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,zipcode,type_store,latitude,longitude
3278,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,31,109,8700 ANDERMATT DRIVE,Lincoln,NE,68526,Supercenter,40.734364,-96.600921
3279,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,48,029,2100 LOOP 410 SE,San Antonio (SE),TX,78220,Supercenter,29.414183,-98.391741
3280,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,36,055,1490 HUDSON AVENUE,Irondequoit,NY,14621,Supercenter,43.194301,-77.600027
3281,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,42,049,5741 BUFFALO ROAD,Harborcreek,PA,16421,Supercenter,42.161907,-79.969631
3282,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,39,073,12910 STATE ROUTE 664,Logan,OH,43138,Supercenter,39.541072,-82.439019
3283,Wed Aug 22 00:00:00 -0400 2001,Wed Aug 22 00:00:00 -0400 2001,0,20,173,10600 WEST 21ST STREET,Wichita (NW),KS,67205,Supercenter,37.722669,-97.464476
3285,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,48,113,621 UPTOWN BLVD,Cedar Hill,TX,75104,Supercenter,32.767268,-96.777626
3286,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,48,121,1035 HICKORY CREEK BLVD,Hickory Creek,TX,76210,Supercenter,33.147123,-97.128632
3288,Wed Mar 20 00:00:00 -0500 2002,Wed Mar 20 00:00:00 -0500 2002,0,22,033,10200 SULLIVAN ROAD,Baton Rouge (Central),LA,70818,Supercenter,30.541133,-91.02822
3289,Wed Oct 24 00:00:00 -0400 2001,Wed Oct 24 00:00:00 -0400 2001,1,37,009,1489 MOUNT JEFFERSON ROAD,West Jefferson,NC,28694,Supercenter,36.388563,-81.482204
3291,Wed Jan 23 00:00:00 -0500 2002,,,34,027,40 INTERNATIONAL DRIVE SOUTH,Mount Olive (Newark),NJ,07836,Wal-Mart,40.883734,-74.699784
3292,Wed Sep 19 00:00:00 -0400 2001,,,34,039,900 SPRINGFIELD ROAD,Union,NJ,07083,Wal-Mart,40.688431,-74.298775
3294,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,0,21,111,7101 CEDAR SPRINGS BLVD,Louisville (SE),KY,40291,Supercenter,38.148373,-85.590119
3295,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,40,143,6310 SOUTH ELM PLACE,Broken Arrow(SE),OK,74011,Supercenter,35.997678,-95.797371
3296,Wed Jan 23 00:00:00 -0500 2002,Wed Jan 23 00:00:00 -0500 2002,0,48,201,2700 SOUTH KIRKWOOD DRIVE,Houston (Andrau),TX,77077,Supercenter,29.736397,-95.588617
3297,Wed Sep 19 00:00:00 -0400 2001,Wed Sep 19 00:00:00 -0400 2001,1,48,201,12353 FM 1960 WEST,Houston (WNW),TX,77065,Supercenter,29.916802,-95.615453
3298,Sat Mar 02 00:00:00 -0500 2002,Sat Mar 02 00:00:00 -0500 2002,0,48,167,255 FM 518,Kemah,TX,77565,Supercenter,29.523545,-95.193967
3300,Wed Apr 13 00:00:00 -0400 2005,Wed Apr 13 00:00:00 -0400 2005,0,39,011,1257 BELLEFONTAINE STREET,Wapakoneta,OH,45895,Supercenter,40.564731,-84.178072
3302,Wed Nov 02 00:00:00 -0500 2005,Wed Nov 02 00:00:00 -0500 2005,0,48,201,9460 W Sam Houston Pkwy S,Houston,TX,77099,Supercenter,29.678621,-95.559963
3304,Wed Oct 26 00:00:00 -0400 2005,Wed Oct 26 00:00:00 -0400 2005,0,37,157,1624 NC #14 HIGHWAY,Reidsville,NC,27320,Supercenter,35.306394,-79.089409
3305,Tue Jan 31 00:00:00 -0500 2006,Tue Jan 31 00:00:00 -0500 2006,0,37,157,6711 St Hwy 135,Mayodan,NC,27027,Supercenter,36.415097,-79.942536
3313,Wed Jan 26 00:00:00 -0500 2005,Wed Jan 26 00:00:00 -0500 2005,0,08,005,10900 EAST BRIARWOOD AVENUE,Centennial (Lima),CO,80111,Supercenter,,
3319,Wed Apr 13 00:00:00 -0400 2005,Wed Apr 13 00:00:00 -0400 2005,0,48,027,2020 HEIGHTS DRIVE,Harker Heights,TX,76548,Supercenter,31.067603,-97.671411
3320,Wed Apr 13 00:00:00 -0400 2005,Wed Apr 13 00:00:00 -0400 2005,0,48,215,215 EAST MILE 3 ROAD,Palmhurst,TX,78574,Supercenter,26.243802,-98.319686
3322,Wed Jul 20 00:00:00 -0400 2005,,,55,133,411 PEWAUKEE ROAD,Pewaukee,WI,53072,Wal-Mart,43.072171,-88.225074
3328,Wed May 18 00:00:00 -0400 2005,Wed May 18 00:00:00 -0400 2005,0,26,117,10772 WEST CARSON CITY ROAD,Greenville,MI,48838,Supercenter,43.17709,-85.2876
3331,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,05,069,5501 SOUTH OLIVE STREET,Pine Bluff,AR,71603,Supercenter,34.170179,-92.006606
3336,Wed Nov 09 00:00:00 -0500 2005,,,26,163,23800 Allen Road,Woodhaven,MI,48183,Wal-Mart,42.134972,-83.225942
3342,Fri Jan 27 00:00:00 -0500 2006,Fri Jan 27 00:00:00 -0500 2006,0,39,025,1815 State Rte 125,Amelia,OH,45102,Supercenter,39.018382,-84.198629
3344,Wed Nov 09 00:00:00 -0500 2005,Wed Nov 09 00:00:00 -0500 2005,0,51,069,501 Wal-Mart Drive,Winchester,VA,22603,Supercenter,39.263975,-78.198932
3347,Mon Jan 23 00:00:00 -0500 2006,Mon Jan 23 00:00:00 -0500 2006,0,12,105,7450 Cypress Gardens Blvd,Winter Haven,FL,33884,Supercenter,27.97859,-81.648681
3360,Wed Nov 02 00:00:00 -0500 2005,Wed Nov 02 00:00:00 -0500 2005,0,04,013,2750 E. Germann Road,Chandler,AZ,,Supercenter,33.277298,-111.961377
3362,Wed Oct 26 00:00:00 -0400 2005,Wed Oct 26 00:00:00 -0400 2005,0,21,047,14800 FORT CAMPBELL BLVD,Oak Grove,KY,42262,Supercenter,36.6668,-87.443588
3363,Wed May 25 00:00:00 -0400 2005,Wed May 25 00:00:00 -0400 2005,0,21,059,3151 STATE ROUTE 54,Owensboro,KY,42303,Supercenter,37.754132,-87.061408
3364,Wed Jan 26 00:00:00 -0500 2005,,,27,037,1644 SOUTH ROBERT STREET SO.,West St. Paul,MN,55118,Wal-Mart,44.896412,-93.080605
3367,Wed May 18 00:00:00 -0400 2005,Wed May 18 00:00:00 -0400 2005,0,45,019,4920 CENTRE POINTE DRIVE,North Charleston,SC,29418,Supercenter,32.792842,-79.849122
3371,Wed Oct 26 00:00:00 -0400 2005,Wed Oct 26 00:00:00 -0400 2005,0,37,119,3240 WILKINSON BLVD,Charlotte (W),NC,28208,Supercenter,35.224379,-80.893171
3380,Mon Jan 23 00:00:00 -0500 2006,Mon Jan 23 00:00:00 -0500 2006,0,53,021,4820 North Road 68,Pasco,WA,99301,Supercenter,46.331172,-119.227642
3381,Wed Jan 26 00:00:00 -0500 2005,Wed Jan 26 00:00:00 -0500 2005,0,48,353,407 N.E. GEORGIA AVENUE,Sweetwater,TX,79556,Supercenter,32.45086,-100.396676
3383,Wed Oct 26 00:00:00 -0400 2005,Wed Oct 26 00:00:00 -0400 2005,0,48,381,4215 CANYON DRIVE,Amarillo (SC),TX,79110,Supercenter,35.170752,-101.86443
3384,Wed Jan 26 00:00:00 -0500 2005,Wed Jan 26 00:00:00 -0500 2005,0,48,117,300 WEST 15TH STREET,Hereford,TX,79045,Supercenter,34.83674,-102.409045
3386,Wed Jan 25 00:00:00 -0500 2006,Wed Jan 25 00:00:00 -0500 2006,0,01,115,160 Springville Station Blvd,Springville,AL,35146,Supercenter,33.73676,-86.508112
3388,Wed May 18 00:00:00 -0400 2005,Wed May 18 00:00:00 -0400 2005,0,13,135,1400 LAWRENCEVILLE HIGHWAY,Lawrenceville,GA,30044,Supercenter,33.9384,-84.028121
3389,Wed Jan 25 00:00:00 -0500 2006,Wed Jan 25 00:00:00 -0500 2006,0,13,135,3435 Centerville Hwy,Snellville,GA,30039,Supercenter,33.803362,-84.042993
3391,Wed Mar 23 00:00:00 -0500 2005,Wed Mar 23 00:00:00 -0500 2005,0,48,187,6102 FM 3009,Schertz,TX,78154,Supercenter,29.605922,-98.280386
3394,Wed Apr 13 00:00:00 -0400 2005,Wed Apr 13 00:00:00 -0400 2005,0,19,029,1905 EAST 7TH STREET,Atlantic,IA,50022,Supercenter,41.403853,-94.986451
3395,Wed Jul 20 00:00:00 -0400 2005,Wed Jul 20 00:00:00 -0400 2005,0,31,079,3501 SOUTH LOCUST STREET,Grand Island,NE,68801,Supercenter,40.884771,-98.339689
3403,Fri Jan 27 00:00:00 -0500 2006,Fri Jan 27 00:00:00 -0500 2006,0,13,223,3615 Marietta Hwy,Dallas,GA,30157,Supercenter,33.92745,-84.74507
3404,Wed Mar 23 00:00:00 -0500 2005,,,27,123,3800 SILVER LAKE ROAD NE,St. Anthony,MN,55421,Wal-Mart,45.037365,-93.218268
3406,Fri Jan 27 00:00:00 -0500 2006,Fri Jan 27 00:00:00 -0500 2006,0,48,113,15220 Montfort Dr,Dallas,TX,75248,Supercenter,32.953998,-96.820861
3408,Wed Oct 26 00:00:00 -0400 2005,Wed Oct 26 00:00:00 -0400 2005,0,32,510,3200 MARKET STREET,Carson City (N),NV,89706,Supercenter,39.202517,-119.752626
3420,Wed Jan 26 00:00:00 -0500 2005,,,36,059,1220 OLD COUNTRY ROAD,Nassau,NY,11590,Wal-Mart,40.755742,-73.554405
3425,Fri Jan 27 00:00:00 -0500 2006,Fri Jan 27 00:00:00 -0500 2006,0,48,201,9598 Rowlett Rd,Houston,TX,77034,Supercenter,29.63224,-95.234339
3427,Wed Sep 14 00:00:00 -0400 2005,Wed Sep 14 00:00:00 -0400 2005,0,35,015,604 NORTH 26TH STREET,Artesia,NM,88210,Supercenter,32.930382,-104.429762
3431,Wed Aug 24 00:00:00 -0400 2005,Wed Aug 24 00:00:00 -0400 2005,1,48,367,2801 EAST INTERSTATE 20,Hudson Oaks,TX,76087,Supercenter,32.740107,-97.654046
3454,Wed May 15 00:00:00 -0400 2002,Wed May 15 00:00:00 -0400 2002,0,49,003,1200 SOUTH COMMERCE WAY,Brigham City,UT,84302,Supercenter,41.464937,-112.032446
3459,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,17,113,2225 WEST MARKET ST.,Bloomington,IL,61701,Supercenter,40.484032,-89.022821
3460,Wed Aug 20 00:00:00 -0400 2003,Wed Aug 20 00:00:00 -0400 2003,0,17,143,8915 NORTH ALLEN ROAD,Peoria,IL,61615,Supercenter,40.795358,-89.631031
3461,Wed Oct 16 00:00:00 -0400 2002,Wed Oct 16 00:00:00 -0400 2002,0,13,113,2717 HIGHWAY 54 WEST,Peachtree City,GA,30269,Supercenter,33.396735,-84.594389
3462,Wed May 15 00:00:00 -0400 2002,Wed May 15 00:00:00 -0400 2002,0,13,135,3245 LAWRENCEVILLE SUWANEE RD,Suwanee,GA,30024,Supercenter,34.029668,-84.047787
3463,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,12,057,1208 EAST BRANDON BLVD,Brandon (E),FL,33511,Supercenter,27.93777,-82.266426
3464,Wed May 15 00:00:00 -0400 2002,,,06,071,3943 GRAND AVENUE,Chino,CA,91710,Wal-Mart,34.016115,-117.698611
3465,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,04,013,5010 NORTH 95TH AVE,Glendale,AZ,85305,Supercenter,33.50871,-112.263936
3469,Wed Oct 24 00:00:00 -0400 2001,,,34,039,1601 WEST EDGAR ROAD,Linden,NJ,07036,Wal-Mart,40.614399,-74.254589
3471,Wed Mar 20 00:00:00 -0500 2002,Wed Mar 20 00:00:00 -0500 2002,0,13,067,3105 COBB PARKWAY NORTH,Acworth,GA,30101,Supercenter,34.032863,-84.66854
3472,Wed Jan 23 00:00:00 -0500 2002,Wed Jan 23 00:00:00 -0500 2002,0,16,055,3050 EAST MULLAN AVENUE,Post Falls,ID,83854,Supercenter,47.715891,-116.907371
3473,Wed Mar 20 00:00:00 -0500 2002,Wed Mar 20 00:00:00 -0500 2002,0,32,003,4505 WEST CHARLESTON BLVD,Las Vegas (W.Central),NV,89102,Supercenter,36.159054,-115.20134
3474,Wed Jul 21 00:00:00 -0400 2004,Wed Jul 21 00:00:00 -0400 2004,0,12,081,6225 EAST STATE ROAD 64,Brandenton,FL,34208,Supercenter,27.493707,-82.48516
3475,Wed Sep 19 00:00:00 -0400 2001,,,42,091,650 SOUTH TROOPER ROAD,West Norriton,PA,19403,Wal-Mart,40.125856,-75.406305
3476,Wed Oct 16 00:00:00 -0400 2002,,,26,163,39500 FORD ROAD,Canton,MI,48187,Wal-Mart,42.323448,-83.428863
3477,Wed Oct 30 00:00:00 -0500 2002,,,06,037,7250 CARSON BLVD,Long Beach (N),CA,90808,Wal-Mart,33.828354,-118.088714
3480,Wed Jun 19 00:00:00 -0400 2002,Wed Jun 19 00:00:00 -0400 2002,0,51,167,775 REGIONAL PARK ROAD,Lebanon,VA,24266,Supercenter,36.901416,-82.084989
3481,Wed Sep 17 00:00:00 -0400 2003,,,24,005,112 CARROLL ISLAND ROAD,Carroll Island,MD,21220,Wal-Mart,39.337877,-76.399801
3482,Wed May 15 00:00:00 -0400 2002,Wed May 15 00:00:00 -0400 2002,0,48,085,425 COIT ROAD,Plano (Coit/190),TX,75075,Supercenter,33.004164,-96.76783
3483,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,22,109,933 GRAND CAILLOU ROAD,Houma (E),LA,70363,Supercenter,29.582749,-90.695064
3484,Wed Apr 17 00:00:00 -0400 2002,Wed Apr 17 00:00:00 -0400 2002,0,12,033,2951 SOUTH BLUE ANGEL PARKWAY,Pensacola (SW),FL,32506,Supercenter,30.348428,-87.301814
3486,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,39,009,929 EAST STATE STREET,Athens,OH,45701,Supercenter,39.336954,-82.069782
3487,Wed Oct 30 00:00:00 -0500 2002,,,26,099,51450 SHELBY PARKWAY,Shelby Twp,MI,48315,Wal-Mart,42.656566,-83.006984
3488,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,55,101,1901 MILWAUKEE AVENUE,Burlington,WI,53105,Supercenter,42.701313,-88.253948
3489,Wed Jul 17 00:00:00 -0400 2002,,,24,005,6420 PETRIE WAY,Golden Ring,MD,21237,Wal-Mart,39.278774,-76.685524
3490,Wed Jun 19 00:00:00 -0400 2002,,,24,003,7081 ARUNDEL MILLS CIRCLE,Arundel Mills,MD,21076,Wal-Mart,39.056311,-76.456115
3491,Wed Oct 24 00:00:00 -0400 2001,,,25,009,70 PLEASANT VALLEY STREET,Methuen,MA,01844,Wal-Mart,42.741823,-71.158789
3492,Wed Apr 17 00:00:00 -0400 2002,Wed Apr 17 00:00:00 -0400 2002,0,20,173,11411 EAST KELLOGG,Wichita (E),KS,67207,Supercenter,37.678991,-97.205964
3493,Wed Jan 23 00:00:00 -0500 2002,,,06,013,1021 ARNOLD DR,Martinez,CA,94553,Wal-Mart,37.996063,-122.110409
3494,Wed Jan 28 00:00:00 -0500 2004,,,06,073,732 CENTER DRIVE,San Marcos,CA,92069,Wal-Mart,33.136015,-117.124256
3495,Wed Mar 20 00:00:00 -0500 2002,Wed Mar 20 00:00:00 -0500 2002,0,47,125,2315 MADISON STREET,Clarksville (S),TN,37043,Supercenter,36.508382,-87.272289
3496,Wed Aug 14 00:00:00 -0400 2002,,,55,079,5825 WEST HOPE AVENUE,Milwaukee (C),WI,53216,Wal-Mart,43.093616,-87.986845
3497,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,55,117,428 WALTON DRIVE,Plymouth,WI,53073,Supercenter,43.209682,-88.79712
3498,Wed Mar 20 00:00:00 -0500 2002,,,27,003,4405 PHEASANT RIDGE DRIVE N.E,Blaine,MN,55449,Wal-Mart,45.180873,-93.185227
3500,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,48,201,5655 EAST SAM HOUSTON PKWY N,Houston (Wallisvl),TX,77015,Supercenter,29.804965,-95.163229
3501,Wed Oct 27 00:00:00 -0400 2004,Wed Oct 27 00:00:00 -0400 2004,0,42,011,100 CROSSINGS BLVD,Morgantown,PA,19520,Supercenter,40.183707,-75.78548
3502,Wed Mar 20 00:00:00 -0500 2002,,,39,017,6500 SATRIALE WAY,Hamilton (E),OH,45011,Wal-Mart,39.441168,-84.529946
3503,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,0,37,057,"1585 LIBERTY DRIVE, SUITE #1",Thomasville,NC,27360,Supercenter,35.783049,-80.095857
3505,Wed May 15 00:00:00 -0400 2002,Wed May 15 00:00:00 -0400 2002,0,55,111,130 COMMERCE STREET,Lake Delton (Wis Dells),WI,53940,Supercenter,43.540286,-89.107232
3507,Wed Apr 17 00:00:00 -0400 2002,,,24,510,2701 PORT COVINGTON DRIVE,Port Covington,MD,21230,Wal-Mart,39.268708,-76.60642
3510,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,48,039,1710 BROADWAY STREET,Pearland (E),TX,77581,Supercenter,29.559079,-95.347763
3513,Wed Mar 19 00:00:00 -0500 2003,Wed Nov 02 00:00:00 -0500 2005,1,27,139,8101 OLD CARRIAGE COURT,Shakopee,MN,55379,Supercenter,44.762774,-93.512181
3514,Wed Mar 20 00:00:00 -0500 2002,Wed Mar 20 00:00:00 -0500 2002,0,42,083,50 FOSTER BROOK BLVD,Bradford,PA,16701,Supercenter,41.979478,-78.616795
3515,Wed Oct 16 00:00:00 -0400 2002,Wed Oct 16 00:00:00 -0400 2002,0,39,071,540 HARRY SAUNER ROAD,Hillsboro,OH,45133,Supercenter,39.225105,-83.624246
3516,Wed May 19 00:00:00 -0400 2004,,,06,073,1360 EASTLAKE PARKWAY,Chula Vista,CA,91915,Wal-Mart,32.633485,-116.967254
3518,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,1,48,479,2320 BOB BULLOCK LOOP,Laredo (SE),TX,78043,Supercenter,27.607875,-99.494123
3520,Wed Oct 27 00:00:00 -0400 2004,,,34,017,400 PARK PLACE,Secaucus,NJ,07094,Wal-Mart,40.795877,-74.051408
3522,Wed May 19 00:00:00 -0400 2004,,,06,037,3250 BIG DALTON AVENUE,Baldwin Park,CA,91706,Wal-Mart,34.072928,-117.963479
3523,Fri Jan 27 00:00:00 -0500 2006,Fri Jan 27 00:00:00 -0500 2006,0,06,037,26471 Carl Boyer Dr,Santa Clarita,CA,91350,Supercenter,34.407883,-118.548277
3524,Wed Oct 20 00:00:00 -0400 2004,,,06,073,605 FLETCHER PARKWAY,El Cajon (C),CA,92020,Wal-Mart,32.807676,-116.969129
3526,Wed Oct 30 00:00:00 -0500 2002,Wed Oct 30 00:00:00 -0500 2002,0,12,053,7305 BROAD STREET,Brooksville (E),FL,34601,Supercenter,28.536679,-82.405766
3527,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,12,111,1675 ST. LUCIE WEST BLVD,St. Lucie,FL,34986,Supercenter,27.12453,-80.892479
3528,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,0,28,131,1053 FRONTAGE DRIVE EAST,Wiggins,MS,39577,Supercenter,30.84716,-89.15254
3529,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,18,097,10735 PENDLETON PIKE,Lawrence,IN,46236,Supercenter,39.860173,-85.978364
3531,Wed Oct 16 00:00:00 -0400 2002,,,53,067,1401 GALAXY DRIVE NE,Lacey,WA,98516,Wal-Mart,46.630662,-122.972051
3533,Wed Aug 14 00:00:00 -0400 2002,Wed Aug 14 00:00:00 -0400 2002,0,08,031,7800 EAST SMITH ROAD,Denver (N),CO,80207,Supercenter,,
3534,Mon Mar 03 00:00:00 -0500 2003,Mon Mar 03 00:00:00 -0500 2003,0,27,049,295 TYLER ROAD SOUTH,Red Wing,MN,55066,Supercenter,44.566661,-92.585163
3535,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,33,015,35 FRESH RIVER ROAD,Epping,NH,03042,Supercenter,43.050165,-71.067049
3538,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,12,009,8500 NORTH WICKHAM ROAD,Viera,FL,32940,Supercenter,28.229848,-80.725681
3541,Wed Sep 17 00:00:00 -0400 2003,,,42,029,516 SCHOOL HOUSE ROAD,Kennett Square,PA,19348,Wal-Mart,39.861724,-75.691667
3543,Wed Oct 30 00:00:00 -0500 2002,,,09,001,67 NEWTOWN ROAD,Danbury,CT,06810,Wal-Mart,41.40594,-73.418846
3544,Wed Oct 16 00:00:00 -0400 2002,,,09,009,900 BOSTON POST ROAD,Guilford,CT,06437,Wal-Mart,41.288503,-72.679321
3545,Wed Jul 17 00:00:00 -0400 2002,,,09,009,2300 DIXWELL AVENUE,Hamden,CT,06514,Wal-Mart,41.37305,-72.916807
3546,Wed Oct 30 00:00:00 -0500 2002,,,09,005,164 DANBURY ROAD,New Milford,CT,06776,Wal-Mart,41.552303,-73.41708
3547,Wed May 21 00:00:00 -0400 2003,,,09,001,680 CONNECTICUT AVENUE,Norwalk,CT,06854,Wal-Mart,41.094621,-73.449757
3548,Wed Sep 18 00:00:00 -0400 2002,,,09,009,910 WOLCOTT STREET,Waterbury(Reidville),CT,06705,Wal-Mart,41.566074,-73.008078
3549,Wed Jun 19 00:00:00 -0400 2002,,,33,005,350 WINCHESTER STREET,Keene,NH,03431,Wal-Mart,42.923638,-72.290115
3560,Wed May 15 00:00:00 -0400 2002,,,25,005,374 WILLIAM S. CANNING BLVD,Fall River (S),MA,02721,Wal-Mart,41.698713,-71.171646
3561,Wed Aug 14 00:00:00 -0400 2002,,,25,001,137 TEATICKET HIGHWAY,Falmouth,MA,02536,Wal-Mart,41.564365,-70.596161
3562,Wed Jun 19 00:00:00 -0400 2002,,,34,003,189 ROUTE 46 WEST,Saddle Brook,NJ,07663,Wal-Mart,40.886933,-74.091779
3563,Wed May 15 00:00:00 -0400 2002,,,42,095,3926 LINDEN STREET,Bethlehem,PA,18020,Wal-Mart,40.644704,-75.319356
3564,Wed May 15 00:00:00 -0400 2002,,,42,091,"200 BLAIR MILL ROAD, SUITE 100",Horsham,PA,19044,Wal-Mart,40.179624,-75.119458
3565,Wed Jul 17 00:00:00 -0400 2002,,,42,091,53 WEST GERMANTOWN PIKE,Norristown,PA,19401,Wal-Mart,40.143678,-75.315355
3566,Wed Jun 19 00:00:00 -0400 2002,Wed Jun 19 00:00:00 -0400 2002,0,08,005,9400 EAST HAMPDEN AVENUE,Denver (SE),CO,80231,Supercenter,,
3568,Wed Oct 16 00:00:00 -0400 2002,Wed Oct 16 00:00:00 -0400 2002,0,49,035,3180 SOUTH 5600 WEST,West Valley City,UT,84120,Supercenter,40.702113,-112.024878
3569,Fri Oct 03 00:00:00 -0400 2003,Fri Oct 03 00:00:00 -0400 2003,0,48,453,12900 NO. I-35 SVC RD SB,Austin,TX,78753,Supercenter,30.355089,-97.689576
3570,Wed Feb 20 00:00:00 -0500 2002,Wed Feb 20 00:00:00 -0500 2002,0,13,073,4471 WASHINGTON ROAD,Evans,GA,30809,Supercenter,33.545429,-82.144622
3571,Wed Mar 19 00:00:00 -0500 2003,,,39,165,2900 TOWNE BLVD,Middletown,OH,45044,Wal-Mart,39.496762,-84.328421
3572,Wed Mar 19 00:00:00 -0500 2003,Wed Mar 19 00:00:00 -0500 2003,0,48,039,10505 BROADWAY,Houston,TX,77584,Supercenter,29.555968,-95.383727
3573,Wed Aug 20 00:00:00 -0400 2003,,,51,153,9401 LIBERIA AVE,Manassas,VA,20111,Wal-Mart,38.753282,-77.450195
3580,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,39,089,1315 NORTH 21ST STREET,Newark,OH,43055,Supercenter,40.083173,-82.427747
3581,Wed Aug 20 00:00:00 -0400 2003,Wed Aug 20 00:00:00 -0400 2003,0,39,119,2850 MAYSVILLE PIKE,Zanesville,OH,43701,Supercenter,39.892154,-82.045083
3582,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,08,041,1575 SPACE CENTER DRIVE,Colorado Springs,CO,80915,Supercenter,,
3583,Wed Jan 21 00:00:00 -0500 2004,Wed Jan 21 00:00:00 -0500 2004,0,36,001,311 ROUTE 9W,Glenmont,NY,12077,Supercenter,42.614726,-73.784657
3587,Wed Aug 20 00:00:00 -0400 2003,,,06,061,1400 LEAD HILL BLVD,Roseville,CA,95661,Wal-Mart,38.750523,-121.262751
3588,Wed Mar 17 00:00:00 -0500 2004,,,51,153,17041 JEFFERSON DAVIS HIGHWAY,Dumfries,VA,22026,Wal-Mart,38.581254,-77.310761
3589,Wed Aug 25 00:00:00 -0400 2004,Wed Aug 25 00:00:00 -0400 2004,0,49,035,350 WEST HOPE AVENUE,Salt Lake City (C),UT,84115,Supercenter,40.738895,-111.900901
3590,Wed Jul 16 00:00:00 -0400 2003,Wed Jul 16 00:00:00 -0400 2003,0,19,193,3101 FLOYD BLVD,Sioux City,IA,51108,Supercenter,42.533184,-96.370904
3591,Wed Apr 16 00:00:00 -0400 2003,Wed Apr 16 00:00:00 -0400 2003,0,48,339,18700 STATE HIGHWAY 105 WEST,Conroe,TX,77356,Supercenter,30.382126,-95.651046
3595,Wed Jul 17 00:00:00 -0400 2002,Wed Jul 17 00:00:00 -0400 2002,0,37,051,7701 SOUTH RAEFORD ROAD,Fayetteville,NC,28304,Supercenter,35.030654,-79.052561
3596,Wed Jan 22 00:00:00 -0500 2003,Wed Jan 22 00:00:00 -0500 2003,0,35,061,2250 MAIN STREET NW,Los Lunas,NM,87031,Supercenter,,
3597,Wed Aug 25 00:00:00 -0400 2004,Wed Aug 25 00:00:00 -0400 2004,0,17,007,2101 GATEWAY CENTER DRIVE,Belvidere,IL,61008,Supercenter,42.274265,-88.891877
3598,Wed Jan 22 00:00:00 -0500 2003,,,34,027,235 RIDGEDALE AVENUE,Cedar Knolls,NJ,07927,Wal-Mart,40.812615,-74.455938
3608,Tue Jan 31 00:00:00 -0500 2006,Tue Jan 31 00:00:00 -0500 2006,0,39,085,6067 N Ridge Rd,Madison,OH,44057,Supercenter,41.80067,-81.075095
3624,Wed Jul 20 00:00:00 -0400 2005,Wed Jul 20 00:00:00 -0400 2005,0,27,171,9320 CEDAR STREET,Monticello,MN,55362,Supercenter,45.290347,-93.802813
3630,Mon Jan 23 00:00:00 -0500 2006,Mon Jan 23 00:00:00 -0500 2006,0,19,113,5491 Bus Hwy 51,Marion,IA,52302,Supercenter,42.033919,-91.55587
3632,Wed Aug 24 00:00:00 -0400 2005,Wed Aug 24 00:00:00 -0400 2005,0,26,151,655 WEST SANILAC ROAD,Sandusky,MI,48471,Supercenter,43.420773,-82.854993
3645,Wed Oct 26 00:00:00 -0400 2005,Wed Oct 26 00:00:00 -0400 2005,0,48,329,200 WEST INTERSTATE 20,Midland (S),TX,79701,Supercenter,31.973035,-102.074195
